pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
Common	White	chrY	4950001	5000000	0.4459981127219695	79
Common	White	chrY	5000001	5050000	0.3249344016316104	69
Common	White	chrY	5050001	5100000	0.130697957756141	77
Common	White	chrY	5100001	5150000	0.2096118467373775	61
Common	White	chrY	5150001	5200000	0.2431866332819722	59
Common	White	chrY	5200001	5250000	0.3547407280487235	95
Common	White	chrY	5250001	5300000	0.2885525790444321	41
Common	White	chrY	5300001	5350000	0.2414821974200134	83
Common	White	chrY	5350001	5400000	0.1974996459854752	69
Common	White	chrY	5400001	5450000	0.3096751763398522	91
Common	White	chrY	5450001	5500000	0.437908375224454	75
Common	White	chrY	5500001	5550000	0.4055500591430733	63
Common	White	chrY	5550001	5600000	0.3124078986147951	23
Common	White	chrY	5600001	5650000	0.512144980707192	42
Common	White	chrY	5650001	5700000	0.2829051117350667	76
Common	White	chrY	5700001	5750000	0.2776709562117682	48
Common	White	chrY	5750001	5800000	0.1178714860292124	49
Common	White	chrY	5800001	5850000	0.3935317749879525	42
Common	White	chrY	5850001	5900000	0.3818574866419219	55
Common	White	chrY	5900001	5950000	0.3182932519524454	55
Common	White	chrY	5950001	6000000	0.255198973042362	51
Common	White	chrY	6000001	6050000	0.3289687007791032	84
Common	White	chrY	6050001	6100000	0.4287619871656211	72
Common	White	chrY	6100001	6150000	0.4384274419208104	68
Common	White	chrY	6150001	6200000	0.4492713932696382	73
Common	White	chrY	6200001	6250000	0.334518960472721	49
Common	White	chrY	6250001	6300000	0.4545766424128954	55
Common	White	chrY	6300001	6350000	0.3801725863225928	87
Common	White	chrY	6350001	6400000	0.3031358885017421	62
Common	White	chrY	6400001	6450000	0.0859131354106859	56
Common	White	chrY	6450001	6500000	0.2509117214680268	64
Common	White	chrY	6500001	6550000	0.4214853638002258	82
Common	White	chrY	6550001	6600000	0.3082567569141144	75
Common	White	chrY	6600001	6650000	0.4078288010303618	56
Common	White	chrY	6650001	6700000	0.2276117535165439	21
Common	White	chrY	6700001	6750000	0.4914570547728125	53
Common	White	chrY	6750001	6800000	0.4591519997399769	68
Common	White	chrY	6800001	6850000	0.3689157766129349	69
Common	White	chrY	6850001	6900000	0.4073004489214935	71
Common	White	chrY	6900001	6950000	0.184414442352386	74
Common	White	chrY	6950001	7000000	0.4218450184501844	72
Common	White	chrY	7000001	7050000	0.3509462045502871	67
Common	White	chrY	7050001	7100000	0.0712093878565761	55
Common	White	chrY	7100001	7150000	0.1605138060078891	70
Common	White	chrY	7150001	7200000	0.4715687677312107	72
Common	White	chrY	7200001	7250000	0.3871378159733057	63
Common	White	chrY	7250001	7300000	0.5287238629014873	17
Common	White	chrY	7300001	7350000	0.1249999999999999	1
Common	White	chrY	7350001	7400000	0.3987383886508211	45
Common	White	chrY	7400001	7450000	0.263230621791554	69
Common	White	chrY	7450001	7500000	0.3716636751439427	55
Common	White	chrY	7500001	7550000	0.4068066044955449	61
Common	White	chrY	7550001	7600000	0.3395461912479739	57
Common	White	chrY	7600001	7650000	0.4825869918461156	64
Common	White	chrY	7650001	7700000	0.4432984573735802	75
Common	White	chrY	7700001	7750000	0.2782399035563592	60
Common	White	chrY	7750001	7800000	0.3783332511395579	63
Common	White	chrY	7800001	7850000	0.4041769682554585	90
Common	White	chrY	7850001	7900000	0.3246515511897839	58
Common	White	chrY	7900001	7950000	0.4347358020321785	56
Common	White	chrY	7950001	8000000	0.3398654588488312	64
Common	White	chrY	8000001	8050000	0.4302991725015913	71
Common	White	chrY	8050001	8100000	0.5138005146913266	61
Common	White	chrY	8100001	8150000	0.4581296881942447	76
Common	White	chrY	8150001	8200000	0.332960191499163	52
Common	White	chrY	8200001	8250000	0.2400518374050297	68
Common	White	chrY	8250001	8300000	0.3318179483228026	51
Common	White	chrY	8300001	8350000	0.3210161339932332	56
Common	White	chrY	8350001	8400000	0.547008547008547	20
Common	White	chrY	8400001	8450000	0.1822880614478616	64
Common	White	chrY	8450001	8500000	0.4341155444142701	45
Common	White	chrY	8500001	8550000	0.5453126540268787	48
Common	White	chrY	8550001	8600000	0.4885842980859823	62
Common	White	chrY	8600001	8650000	0.2811796262042251	57
Common	White	chrY	8650001	8700000	0.264019253307176	56
Common	White	chrY	8700001	8750000	0.388874074308262	66
Common	White	chrY	8750001	8800000	0.2916284378007026	69
Common	White	chrY	8800001	8850000	0.4673364355361165	62
Common	White	chrY	8850001	8900000	0.4386912543865683	40
Common	White	chrY	8900001	8950000	0.50862190025889	48
Common	White	chrY	8950001	9000000	0.2306252339947584	78
Common	White	chrY	9000001	9050000	0.5544747581084063	32
Common	White	chrY	9050001	9100000	0.4763901069889922	42
Common	White	chrY	9100001	9150000	0.3456589691601273	66
Common	White	chrY	9150001	9200000	0.3792861596009974	51
Common	White	chrY	9200001	9250000	0.3695010267248227	77
Common	White	chrY	9250001	9300000	0.304104289628036	72
Common	White	chrY	9300001	9350000	0.3432977461447212	41
Common	White	chrY	9350001	9400000	0.2711277161979077	69
Common	White	chrY	9400001	9450000	0.3349744496287947	83
Common	White	chrY	9450001	9500000	0.4311275399751887	95
Common	White	chrY	9500001	9550000	0.4225946049611115	71
Common	White	chrY	9550001	9600000	0.2132701421800947	79
Common	White	chrY	9600001	9650000	0.2805900994850265	63
Common	White	chrY	9650001	9700000	0.2201821824951327	89
Common	White	chrY	9700001	9750000	0.3706525007517289	66
Common	White	chrY	9750001	9800000	0.2575726965148382	55
Common	White	chrY	9800001	9850000	0.2680039002646607	93
Common	White	chrY	9850001	9900000	0.03752556130269	72
Common	White	chrY	9900001	9950000	0.4188047598298464	68
Common	White	chrY	9950001	10000000	0.4034485532643076	105
Common	White	chrY	10000001	10050000	0.1883698471369012	95
Common	White	chrY	10050001	10100000	0.1381469429865027	38
Common	White	chrY	10100001	10150000	0.3885574837310194	42
Common	White	chrY	10150001	10200000	0.3578452306790718	54
Common	White	chrY	10200001	10250000	0.3664561245206406	48
Common	White	chrY	10250001	10300000	0.1918373645025652	56
Common	White	chrY	10300001	10350000	0.0399362613285528	48
Common	White	chrY	10350001	10400000	0.3329485938006661	81
Common	White	chrY	10400001	10450000	0.4588821998370785	75
Common	White	chrY	10450001	10500000	0.1783854704759009	95
Common	White	chrY	10500001	10550000	0.4406606010619103	64
Common	White	chrY	10550001	10600000	0.5095529613538874	109
Common	White	chrY	10600001	10650000	0.3969870181812121	77
Common	White	chrY	10650001	10700000	0.4387863240261662	85
Common	White	chrY	10700001	10750000	0.3638702124875138	124
Common	White	chrY	10750001	10800000	0.3797968228923681	89
Common	White	chrY	10800001	10850000	0.2693852332406549	65
Common	White	chrY	10850001	10900000	0.3648309452922088	67
Common	White	chrY	10900001	10950000	0.2913259914344512	79
Common	White	chrY	10950001	11000000	0.3327234147387697	79
Common	White	chrY	11000001	11050000	0.325866578192271	60
Common	White	chrY	11050001	11100000	0.3232829303130876	76
Common	White	chrY	11100001	11150000	0.4071703992665612	88
Common	White	chrY	11150001	11200000	0.3549058979104969	84
Common	White	chrY	11200001	11250000	0.4234891940436873	39
Common	White	chrY	11250001	11300000	0.2842717006017641	81
Common	White	chrY	11300001	11350000	0.4319156009451356	66
Common	White	chrY	11350001	11400000	0.3680758273836738	62
Common	White	chrY	11400001	11450000	0.2831973567925273	70
Common	White	chrY	11450001	11500000	0.2542499923894245	74
Common	White	chrY	11500001	11550000	0.2049461464280922	65
Common	White	chrY	11550001	11600000	0.1332787331593271	67
Common	White	chrY	11600001	11650000	0.3590568404799433	69
Common	White	chrY	11650001	11700000	0.3161717818625411	48
Common	White	chrY	11700001	11750000	0.2243285216305029	68
Common	White	chrY	11750001	11800000	0.3522622807145006	98
Common	White	chrY	11800001	11850000	0.3031258410550194	72
Common	White	chrY	11850001	11900000	0.0102331823519543	42
Common	White	chrY	11900001	11950000	0.3391603323866742	76
Common	White	chrY	11950001	12000000	0.1567352834958468	57
Common	White	chrY	12000001	12050000	0.3788738263877534	54
Common	White	chrY	12050001	12100000	0.4703389830508474	36
Common	White	chrY	12100001	12150000	0.4654776598493595	74
Common	White	chrY	12150001	12200000	0.3330223874400885	67
Common	White	chrY	12200001	12250000	0.2013975002079612	63
Common	White	chrY	12250001	12300000	0.3375963751964043	81
Common	White	chrY	12300001	12350000	0.2703323130738959	51
Common	White	chrY	12350001	12400000	0.3763415722077705	69
Common	White	chrY	12400001	12450000	0.3247429521269939	70
Common	White	chrY	12450001	12500000	0.4644812751696521	78
Common	White	chrY	12500001	12550000	0.3550664390432778	72
Common	White	chrY	12550001	12600000	0.5161046076470156	64
Common	White	chrY	12600001	12650000	0.5058003747511326	49
Common	White	chrY	12650001	12700000	0.1888067853117548	55
Common	White	chrY	12700001	12750000	0.3499775304328072	103
Common	White	chrY	12750001	12800000	0.3171729619816377	60
Common	White	chrY	12800001	12850000	0.4761904761904762	2
Common	White	chrY	12900001	12950000	0.3337615531909392	66
Common	White	chrY	12950001	13000000	0.4561641504918232	66
Common	White	chrY	13000001	13050000	0.2782431514602671	75
Common	White	chrY	13050001	13100000	0.5515008347892183	80
Common	White	chrY	13100001	13150000	0.551245283018868	58
Common	White	chrY	13150001	13200000	0.4027502484581688	55
Common	White	chrY	13200001	13250000	0.3627362705659476	59
Common	White	chrY	13250001	13300000	0.2707441386340468	45
Common	White	chrY	13300001	13350000	0.1727863942330216	60
Common	White	chrY	13350001	13400000	0.0796181798459702	71
Common	White	chrY	13400001	13450000	0.2595737797727364	64
Common	White	chrY	13450001	13500000	0.3005371152298927	70
Common	White	chrY	13500001	13550000	0.3648098995181275	80
Common	White	chrY	13550001	13600000	0.2800453514739228	59
Common	White	chrY	13600001	13650000	0.244220287640885	62
Common	White	chrY	13650001	13700000	0.1353431458207151	76
Common	White	chrY	13700001	13750000	0.1877732419518073	59
Common	White	chrY	13750001	13800000	0.5274498183828623	53
Common	White	chrY	13800001	13850000	0.2413198237464339	84
Common	White	chrY	13850001	13900000	0.370962221366534	55
Common	White	chrY	13900001	13950000	0.253973233239189	69
Common	White	chrY	13950001	14000000	0.1814583014068102	42
Common	White	chrY	14000001	14050000	0.3319921357048145	55
Common	White	chrY	14050001	14100000	0.3018498107537766	59
Common	White	chrY	14100001	14150000	0.2996324804105124	45
Common	White	chrY	14150001	14200000	0.3488272950690959	78
Common	White	chrY	14200001	14250000	0.4090138468551037	86
Common	White	chrY	14250001	14300000	0.4314061296095995	64
Common	White	chrY	14300001	14350000	0.2078942068872926	62
Common	White	chrY	14350001	14400000	0.3658599513475813	62
Common	White	chrY	14400001	14450000	0.3006686748274904	76
Common	White	chrY	14450001	14500000	0.004563605248146	17
Common	White	chrY	14500001	14550000	0.3532094110809062	63
Common	White	chrY	14550001	14600000	0.505178482961279	70
Common	White	chrY	14600001	14650000	0.4801487534045672	59
Common	White	chrY	14650001	14700000	0.483252459900256	23
Common	White	chrY	14700001	14750000	0.5744938291522141	6
Common	White	chrY	14750001	14800000	0.3420889081289198	15
Common	White	chrY	14800001	14850000	0.4450782549227033	60
Common	White	chrY	14850001	14900000	0.3322871950456748	78
Common	White	chrY	14900001	14950000	0.275820668247972	51
Common	White	chrY	14950001	15000000	0.2844526836673625	76
Common	White	chrY	15000001	15050000	0.1737541802568019	76
Common	White	chrY	15050001	15100000	0.366686106251215	91
Common	White	chrY	15100001	15150000	0.3157443044267648	102
Common	White	chrY	15150001	15200000	0.2852402249400571	99
Common	White	chrY	15200001	15250000	0.3559216205816329	116
Common	White	chrY	15250001	15300000	0.2048832470227522	84
Common	White	chrY	15300001	15350000	0.365070986206604	67
Common	White	chrY	15350001	15400000	0.4035306012267632	67
Common	White	chrY	15400001	15450000	0.5127014914130762	98
Common	White	chrY	15450001	15500000	0.3158070182353833	73
Common	White	chrY	15500001	15550000	0.1061125942419118	77
Common	White	chrY	15550001	15600000	0.2736680280849891	64
Common	White	chrY	15600001	15650000	0.1905095021569312	64
Common	White	chrY	15650001	15700000	0.2893627927178633	48
Common	White	chrY	15700001	15750000	0.6125988719567033	52
Common	White	chrY	15750001	15800000	0.3802684982828597	81
Common	White	chrY	15800001	15850000	0.3471438442934468	54
Common	White	chrY	15850001	15900000	0.4883670363122417	23
