pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
white	chrXIX	2700001	2750000	0.0247007288001492	897	3840	155461	14969
common	chrXIX	2750001	2800000	0.0424283957833632	1489	10525	248065	34845
white	chrXIX	2750001	2800000	0.0395765130366488	1489	10179	257198	25712
common	chrXIX	2800001	2850000	0.0466946733963412	1427	10815	231611	39519
white	chrXIX	2800001	2850000	0.0469490419266051	1427	11582	246693	24437
white	chrXIX	2850001	2900000	0.0404576512429606	1579	11114	274707	25303
common	chrXIX	2850001	2900000	0.0373779250824739	1579	9710	259779	40231
common	chrXIX	2900001	2950000	0.0293317099209027	1372	6649	226683	33997
white	chrXIX	2900001	2950000	0.0289489014470198	1372	6808	235173	25507
common	chrXIX	2950001	3000000	0.0323331298229459	1238	6461	199826	35394
white	chrXIX	2950001	3000000	0.0314500547058686	1238	6755	214785	20435
common	chrXIX	3000001	3050000	0.022613684753132	1626	6054	267714	41226
white	chrXIX	3000001	3050000	0.0253090345756304	1626	7123	281441	27499
common	chrXIX	3050001	3100000	0.0186585958939799	1420	4297	230296	39504
white	chrXIX	3050001	3100000	0.0168011441169359	1420	4100	244031	25769
common	chrXIX	3100001	3150000	0.015985278107278	1496	3935	246164	38076
white	chrXIX	3100001	3150000	0.014714796394156	1496	3787	257360	26880
common	chrXIX	3150001	3200000	0.0176942137910663	1493	4313	243752	39918
white	chrXIX	3150001	3200000	0.019623138526187	1493	5006	255107	28563
white	chrXIX	3200001	3250000	0.030817753003425	1454	7729	250797	25463
common	chrXIX	3200001	3250000	0.0307636821901453	1454	7421	241226	35034
common	chrXIX	3250001	3300000	0.0140198585351956	1690	3986	284311	36789
white	chrXIX	3250001	3300000	0.0191732611835547	1690	5655	294942	26158
common	chrXIX	3300001	3350000	0.0235886781299441	1388	5427	230068	33652
white	chrXIX	3300001	3350000	0.021392427006546	1388	5183	242282	21438
common	chrXIX	3350001	3400000	0.0233087204656504	1405	5338	229013	37937
white	chrXIX	3350001	3400000	0.0239451267828843	1405	5802	242304	24646
common	chrXIX	3400001	3450000	0.0172389968499984	2142	6113	354603	52377
white	chrXIX	3400001	3450000	0.0180820875325239	2142	6748	373187	33793
common	chrXIX	3450001	3500000	0.0153309217821242	1665	4217	275065	41285
white	chrXIX	3450001	3500000	0.0128061992856074	1665	3682	287517	28833
white	chrXIX	3500001	3550000	0.0149021517098313	1634	4224	283449	27011
common	chrXIX	3500001	3550000	0.0171363403344799	1634	4613	269194	41266
common	chrXIX	3550001	3600000	0.0140642531657163	1330	3071	218355	34345
white	chrXIX	3550001	3600000	0.0116470406746541	1330	2718	233364	19336
common	chrXIX	3600001	3650000	0.0085069386668441	1478	2045	240392	40428
white	chrXIX	3600001	3650000	0.0061355911061215	1478	1574	256536	24284
common	chrXIX	3650001	3700000	0.0110069486561888	1724	3176	288545	39015
white	chrXIX	3650001	3700000	0.0111973310101235	1724	3316	296142	31418
common	chrXIX	3700001	3750000	0.0111268379330946	1536	2775	249397	42443
white	chrXIX	3700001	3750000	0.0133494122519894	1536	3642	272821	19019
common	chrXIX	3750001	3800000	0.0122760513601413	1309	2612	212772	35938
white	chrXIX	3750001	3800000	0.0135688216892596	1309	3123	230160	18550
white	chrXIX	3800001	3850000	0.0216783793441511	1245	4732	218282	18268
common	chrXIX	3800001	3850000	0.021847879543569	1245	4398	201301	35249
white	chrXIX	3850001	3900000	0.0098365610898806	1328	2278	231585	20735
common	chrXIX	3850001	3900000	0.0106664303603826	1328	2287	214411	37909
common	chrXIX	3900001	3950000	0.0323807962348584	1257	6715	207376	31454
white	chrXIX	3900001	3950000	0.0283504566990893	1257	6217	219291	19539
common	chrXIX	3950001	4000000	0.0415689227412706	606	4306	103587	11553
white	chrXIX	3950001	4000000	0.04154030404296	606	4301	103538	11602
common	chrXIX	4000001	4050000	NA	0	NA	NA	NA
white	chrXIX	4000001	4050000	NA	0	NA	NA	NA
common	chrXIX	4050001	4100000	NA	0	NA	NA	NA
white	chrXIX	4050001	4100000	NA	0	NA	NA	NA
common	chrXIX	4100001	4150000	0.0277096615988229	23	113	4078	292
white	chrXIX	4100001	4150000	0.0599747474747474	23	190	3168	1202
common	chrXIX	4150001	4200000	0.0380037380725973	184	1159	30497	4463
white	chrXIX	4150001	4200000	0.0342837534314948	184	1099	32056	2904
white	chrXIX	4200001	4250000	0.0177773666215679	1510	4612	259431	27469
common	chrXIX	4200001	4250000	0.0170841072844077	1510	4332	253569	33331
common	chrXIX	4250001	4300000	0.0081541547479602	1209	1622	198917	30793
white	chrXIX	4250001	4300000	0.0094003771696878	1209	1954	207864	21846
common	chrXIX	4300001	4350000	0.01482350856991	1365	3347	225790	33560
white	chrXIX	4300001	4350000	0.01224361441097	1365	2959	241677	17673
common	chrXIX	4350001	4400000	0.0114303441034696	1264	2395	209530	30630
white	chrXIX	4350001	4400000	0.0100084715554794	1264	2162	216017	24143
common	chrXIX	4400001	4450000	0.0053746527132899	1581	1418	263831	36559
white	chrXIX	4400001	4450000	0.0044319068133277	1581	1216	274374	26016
common	chrXIX	4450001	4500000	0.0310563239966862	1150	5923	190718	27782
white	chrXIX	4450001	4500000	0.0303507171710084	1150	6056	199534	18966
white	chrXIX	4500001	4550000	0.0051236168425665	1598	1403	273830	29790
common	chrXIX	4500001	4550000	0.0070498090121897	1598	1853	262844	40776
common	chrXIX	4550001	4600000	0.0071462840870399	1578	1847	258456	41364
white	chrXIX	4550001	4600000	0.0051689641880357	1578	1408	272395	27425
common	chrXIX	4600001	4650000	0.0074207875555177	1447	1746	235285	39645
white	chrXIX	4600001	4650000	0.0073588277629972	1447	1820	247322	27608
common	chrXIX	4650001	4700000	0.021273770439258	1320	4646	218391	32409
white	chrXIX	4650001	4700000	0.0170217405525632	1320	3903	229295	21505
common	chrXIX	4700001	4750000	0.054419386468693	681	6216	114224	15166
white	chrXIX	4700001	4750000	0.0476504476990351	681	5492	115256	14134
common	chrXIX	4750001	4800000	0.0114912372756847	1517	2847	247754	40476
white	chrXIX	4750001	4800000	0.0089699957411364	1517	2380	265329	22901
white	chrXIX	4800001	4850000	0.0104762816484015	1371	2517	240257	20233
common	chrXIX	4800001	4850000	0.0112563946704054	1371	2537	225383	35107
common	chrXIX	4850001	4900000	0.0145199756132549	1364	3239	223072	36088
white	chrXIX	4850001	4900000	0.0132526853686515	1364	3177	239725	19435
common	chrXIX	4900001	4950000	0.0135233332922788	1475	3294	243579	36671
white	chrXIX	4900001	4950000	0.0135404728553843	1475	3509	259149	21101
common	chrXIX	4950001	5000000	0.0124581253615681	1368	2778	222987	36933
white	chrXIX	4950001	5000000	0.0096874974103139	1368	2338	241342	18578
common	chrXIX	5000001	5050000	0.0116299281030259	1565	2944	253140	44210
white	chrXIX	5000001	5050000	0.0105207766416412	1565	2919	277451	19899
white	chrXIX	5050001	5100000	0.0096593765311511	1816	3036	314306	30734
common	chrXIX	5050001	5100000	0.0085847196715998	1816	2543	296224	48816
white	chrXIX	5100001	5150000	0.010008816055593	1551	2702	269962	24728
common	chrXIX	5100001	5150000	0.0099112949037273	1551	2495	251733	42957
common	chrXIX	5150001	5200000	0.0106900266061374	1787	3146	294293	45237
white	chrXIX	5150001	5200000	0.0093103527323576	1787	2843	305359	34171
common	chrXIX	5200001	5250000	0.0135726811607866	1612	3599	265165	41115
white	chrXIX	5200001	5250000	0.0091479228556608	1612	2522	275691	30589
common	chrXIX	5250001	5300000	0.012451424820089	1931	4002	321409	45481
white	chrXIX	5250001	5300000	0.0113866768094543	1931	3802	333899	32991
common	chrXIX	5300001	5350000	0.0213229269168746	1637	5699	267271	43759
white	chrXIX	5300001	5350000	0.0193511507937899	1637	5518	285151	25879
common	chrXIX	5350001	5400000	0.0143195639575401	1669	3904	272634	44476
white	chrXIX	5350001	5400000	0.0136700432250227	1669	3950	288953	28157
white	chrXIX	5400001	5450000	0.0199243651374229	1746	6101	306208	25532
common	chrXIX	5400001	5450000	0.0197505668144505	1746	5671	287131	44609
common	chrXIX	5450001	5500000	0.0149137916035979	1749	4286	287385	44925
white	chrXIX	5450001	5500000	0.0161918931907805	1749	4919	303794	28516
common	chrXIX	5500001	5550000	0.0166713706325609	1584	4312	258647	42313
white	chrXIX	5500001	5550000	0.0155914606544689	1584	4271	273932	27028
common	chrXIX	5550001	5600000	0.017458123010642	1498	4344	248824	35796
white	chrXIX	5550001	5600000	0.0152043607301507	1498	3919	257755	26865
common	chrXIX	5600001	5650000	0.0161345212733373	1788	4741	293842	45878
white	chrXIX	5600001	5650000	0.0157609786720116	1788	4946	313813	25907
common	chrXIX	5650001	5700000	0.0135844396418647	1588	3520	259120	42600
white	chrXIX	5650001	5700000	0.0117607879619339	1588	3249	276257	25463
white	chrXIX	5700001	5750000	0.0187385532178556	1280	4113	219494	23706
common	chrXIX	5700001	5750000	0.018664149162143	1280	3954	211850	31350
common	chrXIX	5750001	5800000	0.008848265274308	1510	2242	253383	33517
white	chrXIX	5750001	5800000	0.0077712118233437	1510	2016	259419	27481
common	chrXIX	5800001	5850000	0.0050833995234312	1973	1632	321045	53825
white	chrXIX	5800001	5850000	0.0054780661794081	1973	1906	347933	26937
common	chrXIX	5850001	5900000	0.014771713058515	1738	4237	286832	43388
white	chrXIX	5850001	5900000	0.013912608548291	1738	4228	303897	26323
common	chrXIX	5900001	5950000	0.0145296237531951	2007	4826	332149	49181
white	chrXIX	5900001	5950000	0.013651082136551	2007	4747	347738	33592
common	chrXIX	5950001	6000000	0.047352490700897	1667	12985	274220	42510
white	chrXIX	5950001	6000000	0.0414486536701321	1667	12136	292796	23934
white	chrXIX	6000001	6050000	0.0257061545311985	1500	6639	258265	26735
common	chrXIX	6000001	6050000	0.0296851537507344	1500	7275	245072	39928
common	chrXIX	6050001	6100000	0.0236217345111654	1825	7137	302137	44613
white	chrXIX	6050001	6100000	0.0239308614793796	1825	7565	316119	30631
common	chrXIX	6100001	6150000	0.0332978624487308	1186	6446	193586	31754
white	chrXIX	6100001	6150000	0.0348583463679714	1186	7332	210337	15003
common	chrXIX	6150001	6200000	0.0537835420393559	674	6013	111800	16260
white	chrXIX	6150001	6200000	0.0542794440380395	674	6307	116195	11865
common	chrXIX	6200001	6250000	0.0315900614771546	1442	7420	234884	39096
white	chrXIX	6200001	6250000	0.0310993729932997	1442	7807	251034	22946
common	chrXIX	6250001	6300000	0.0428276996108602	821	5756	134399	21591
white	chrXIX	6250001	6300000	0.0421846313399576	821	6020	142706	13284
common	chrXIX	6300001	6350000	0.0299378852080123	1020	4974	166144	27656
white	chrXIX	6300001	6350000	0.0315215430191073	1020	5416	171819	21981
white	chrXIX	6350001	6400000	0.0280437962053973	1139	5599	199652	16758
common	chrXIX	6350001	6400000	0.0320139129680998	1139	5909	184576	31834
common	chrXIX	6400001	6450000	0.0434928974293881	1106	7881	181202	28938
white	chrXIX	6400001	6450000	0.0428504596752574	1106	8152	190243	19897
common	chrXIX	6450001	6500000	0.0282020867958098	1732	8179	290014	39066
white	chrXIX	6450001	6500000	0.0284587394757111	1732	8572	301208	27872
common	chrXIX	6500001	6550000	0.0216033894416884	1683	6027	278984	40786
white	chrXIX	6500001	6550000	0.0197890590297266	1683	5747	290413	29357
common	chrXIX	6550001	6600000	0.0226203310539159	1550	5812	256937	37563
white	chrXIX	6550001	6600000	0.0240024511884941	1550	6502	270889	23611
common	chrXIX	6600001	6650000	0.0186362800955706	1181	3549	190435	33955
white	chrXIX	6600001	6650000	0.0167286789910057	1181	3426	204798	19592
white	chrXIX	6650001	6700000	0.0150496956357258	1659	4376	290770	24440
common	chrXIX	6650001	6700000	0.015292494643224	1659	4168	272552	42658
common	chrXIX	6700001	6750000	0.0189984114503939	1143	3552	186963	30207
white	chrXIX	6700001	6750000	0.0172962970453212	1143	3421	197788	19382
common	chrXIX	6750001	6800000	0.0240276228126965	1322	5233	217791	33389
white	chrXIX	6750001	6800000	0.0252538311699505	1322	5860	232044	19136
common	chrXIX	6800001	6850000	0.0292123222098186	1684	8086	276801	43159
white	chrXIX	6800001	6850000	0.0292796376352858	1684	8649	295393	24567
common	chrXIX	6850001	6900000	0.0415428082349368	1326	9028	217318	34622
white	chrXIX	6850001	6900000	0.0479316334814375	1326	10982	229118	22822
common	chrXIX	6900001	6950000	0.0207718147586537	1677	5726	275662	42968
white	chrXIX	6900001	6950000	0.0192244722975185	1677	5695	296237	22393
common	chrXIX	6950001	7000000	0.0312090420959172	1719	8858	283828	42782
white	chrXIX	6950001	7000000	0.0291060988038405	1719	8682	298288	28322
white	chrXIX	7000001	7050000	0.0370985603543743	1494	9648	260064	23796
common	chrXIX	7000001	7050000	0.0366869665154743	1494	8970	244501	39359
common	chrXIX	7050001	7100000	0.0296736903655155	1425	7054	237719	33031
white	chrXIX	7050001	7100000	0.0308077890162827	1425	7572	245782	24968
common	chrXIX	7100001	7150000	0.0188945885678103	1345	4118	217946	37604
white	chrXIX	7100001	7150000	0.0206331563837046	1345	4808	233023	22527
common	chrXIX	7150001	7200000	0.0209865478364297	1450	5011	238772	36728
white	chrXIX	7150001	7200000	0.0217365979070841	1450	5411	248935	26565
common	chrXIX	7200001	7250000	0.0097799598623853	1696	2729	279040	43200
white	chrXIX	7200001	7250000	0.0137354383761869	1696	4069	296241	25999
common	chrXIX	7250001	7300000	0.0245747483515312	1619	6455	262668	44942
white	chrXIX	7250001	7300000	0.0285543292672193	1619	8111	284055	23555
white	chrXIX	7300001	7350000	0.01826748373331	1579	5017	274641	25369
common	chrXIX	7300001	7350000	0.0177710739593661	1579	4642	261211	38799
common	chrXIX	7350001	7400000	0.0122045198567538	1736	3500	286779	43061
white	chrXIX	7350001	7400000	0.0150083471900006	1736	4522	301299	28541
common	chrXIX	7400001	7450000	0.0203745580066707	1872	6298	309111	46569
white	chrXIX	7400001	7450000	0.0222686764889082	1872	7329	329117	26563
common	chrXIX	7450001	7500000	0.0314339185276984	1229	6265	199307	34203
white	chrXIX	7450001	7500000	0.0327487988699619	1229	7048	215214	18296
common	chrXIX	7500001	7550000	0.020206241943674	1568	5173	256010	41910
white	chrXIX	7500001	7550000	0.0208529066353493	1568	5682	272480	25440
common	chrXIX	7550001	7600000	0.0433819061349474	1001	7282	167858	22332
white	chrXIX	7550001	7600000	0.047331558231072	1001	8177	172760	17430
common	chrXIX	7600001	7650000	0.0226703576359747	1790	6699	295496	44604
white	chrXIX	7600001	7650000	0.0230402965519445	1790	7210	312930	27170
white	chrXIX	7650001	7700000	0.0142732348361122	1516	3758	263290	24750
common	chrXIX	7650001	7700000	0.0172705509301802	1516	4379	253553	34487
common	chrXIX	7700001	7750000	0.0230122675378149	1442	5410	235092	38888
white	chrXIX	7700001	7750000	0.0223909871177292	1442	5708	254924	19056
common	chrXIX	7750001	7800000	0.0276697701025543	1479	6675	241238	39772
white	chrXIX	7750001	7800000	0.0294825790021993	1479	7641	259170	21840
common	chrXIX	7800001	7850000	0.0303439314233018	1481	7239	238565	42825
white	chrXIX	7800001	7850000	0.0279278482521542	1481	7263	260063	21327
common	chrXIX	7850001	7900000	0.0363307520764192	1397	8276	227796	37634
white	chrXIX	7850001	7900000	0.0353751255200114	1397	8631	243985	21445
common	chrXIX	7900001	7950000	0.0246969301058666	1536	6238	252582	39258
white	chrXIX	7900001	7950000	0.0239927789450817	1536	6406	266997	24843
white	chrXIX	7950001	8000000	0.0206167411963747	1846	6556	317994	32746
common	chrXIX	7950001	8000000	0.0220372407239877	1846	6772	307298	43442
common	chrXIX	8000001	8050000	0.0250115828412157	1667	6802	271954	44776
white	chrXIX	8000001	8050000	0.0227660009542635	1667	6680	293420	23310
common	chrXIX	8050001	8100000	0.0196963704146294	1450	4681	237658	37842
white	chrXIX	8050001	8100000	0.0204362801377726	1450	5073	248235	27265
common	chrXIX	8100001	8150000	0.0074858919728204	2063	2535	338637	53333
white	chrXIX	8100001	8150000	0.0089645849031514	2063	3236	360976	30994
common	chrXIX	8150001	8200000	0.013572263342423	1546	3484	256700	37040
white	chrXIX	8150001	8200000	0.0141998471663035	1546	3735	263031	30709
common	chrXIX	8200001	8250000	0.0078214261374342	1560	1951	249443	46957
white	chrXIX	8200001	8250000	0.0100224823742551	1560	2755	274882	21518
white	chrXIX	8250001	8300000	0.0153155434238885	1882	4960	323854	33726
common	chrXIX	8250001	8300000	0.0157089046452218	1882	4821	306896	50684
white	chrXIX	8300001	8350000	0.0380827062252978	1179	7930	208231	15779
common	chrXIX	8300001	8350000	0.0384553399219144	1179	7397	192353	31657
common	chrXIX	8350001	8400000	0.030317307654867	1565	7786	256817	40533
white	chrXIX	8350001	8400000	0.0310523888169739	1565	8348	268836	28514
common	chrXIX	8400001	8450000	0.0298213396804946	1494	7129	239057	44803
white	chrXIX	8400001	8450000	0.0314696418391279	1494	8225	261363	22497
common	chrXIX	8450001	8500000	0.0214348027842227	1623	5774	269375	38995
white	chrXIX	8450001	8500000	0.0270964554773372	1623	7679	283395	24975
common	chrXIX	8500001	8550000	0.0257060308515279	1709	7189	279662	45048
white	chrXIX	8500001	8550000	0.0264892472040056	1709	7925	299178	25532
common	chrXIX	8550001	8600000	0.0170955328166841	1709	4820	281945	42765
white	chrXIX	8550001	8600000	0.0205551027586043	1709	6078	295693	29017
common	chrXIX	8600001	8650000	0.0156973995271867	1319	3320	211500	39110
white	chrXIX	8600001	8650000	0.0204516816904138	1319	4642	226974	23636
white	chrXIX	8650001	8700000	0.0228979425929651	1423	5577	243559	26811
common	chrXIX	8650001	8700000	0.017453732838447	1423	4077	233589	36781
common	chrXIX	8700001	8750000	0.0225393067697846	1597	5922	262741	40689
white	chrXIX	8700001	8750000	0.021534518407903	1597	5999	278576	24854
common	chrXIX	8750001	8800000	0.0186308958247431	1352	4157	223124	33756
white	chrXIX	8750001	8800000	0.0182856505875846	1352	4265	233243	23637
common	chrXIX	8800001	8850000	0.0154750459613081	1430	3670	237156	34544
white	chrXIX	8800001	8850000	0.0161877765933391	1430	4009	247656	24044
common	chrXIX	8850001	8900000	0.0121189932198519	1324	2615	215777	35783
white	chrXIX	8850001	8900000	0.0099431072210065	1324	2272	228500	23060
common	chrXIX	8900001	8950000	0.021381130397204	1447	5096	238341	36589
white	chrXIX	8900001	8950000	0.0209827409567341	1447	5325	253780	21150
white	chrXIX	8950001	9000000	0.0192956542019746	1119	3723	192945	19665
common	chrXIX	8950001	9000000	0.0161808935309236	1119	2959	182870	29740
common	chrXIX	9000001	9050000	0.0294725976482007	1553	7652	259631	35439
white	chrXIX	9000001	9050000	0.0261209417062016	1553	7031	269171	25899
common	chrXIX	9050001	9100000	0.021233806292412	1503	5163	243150	42420
white	chrXIX	9050001	9100000	0.0149754425692733	1503	3915	261428	24142
common	chrXIX	9100001	9150000	0.0148334142172894	1717	4218	284358	41872
white	chrXIX	9100001	9150000	0.0096387800249671	1717	2880	298793	27437
common	chrXIX	9150001	9200000	0.0251131164070661	1676	6899	274717	43723
white	chrXIX	9150001	9200000	0.0234559126108263	1676	6897	294041	24399
common	chrXIX	9200001	9250000	0.0147255741232381	1564	3805	258394	38766
white	chrXIX	9200001	9250000	0.0154838614220295	1564	4186	270346	26814
white	chrXIX	9250001	9300000	0.0269960946988807	1228	5779	214068	19252
common	chrXIX	9250001	9300000	0.0251191243692346	1228	5182	206297	27023
common	chrXIX	9300001	9350000	0.0199963970455773	1421	4662	233142	36848
white	chrXIX	9300001	9350000	0.0259082991040717	1421	6440	248569	21421
common	chrXIX	9350001	9400000	0.0094933564570179	1349	2102	221418	34892
white	chrXIX	9350001	9400000	0.0119146812389238	1349	2817	236431	19879
common	chrXIX	9400001	9450000	0.0138858088398355	1421	3256	234484	35506
white	chrXIX	9400001	9450000	0.0145693276037013	1421	3604	247369	22621
common	chrXIX	9450001	9500000	0.0244931877294622	1278	5217	212998	29822
white	chrXIX	9450001	9500000	0.0215622847079327	1278	4726	219179	23641
common	chrXIX	9500001	9550000	0.0218888836626571	1424	5119	233863	36697
