pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
common	white	chrXIX	2000001	2050000	0.0153187991604801	113
common	white	chrXIX	2050001	2100000	0.0270057885916666	334
common	white	chrXIX	2100001	2150000	0.0075699018279008	322
common	white	chrXIX	2150001	2200000	-0.0021315507404453	407
common	white	chrXIX	2200001	2250000	0.0209012620111477	410
common	white	chrXIX	2250001	2300000	0.0093410979723243	250
common	white	chrXIX	2300001	2350000	0.0591097465580706	277
common	white	chrXIX	2350001	2400000	-0.0050525817776483	133
common	white	chrXIX	2400001	2450000	0.0061659192825112	5
common	white	chrXIX	2450001	2500000	-0.004349149558276	54
common	white	chrXIX	2500001	2550000	0.0503142932110037	10
common	white	chrXIX	2550001	2600000	0.0116749556799936	202
common	white	chrXIX	2600001	2650000	0.0040078402561353	398
common	white	chrXIX	2650001	2700000	-0.0035587983860245	128
common	white	chrXIX	2700001	2750000	0.0109162995100627	204
common	white	chrXIX	2750001	2800000	0.0160211960310746	231
common	white	chrXIX	2800001	2850000	-0.0004131516071872	252
common	white	chrXIX	2850001	2900000	-0.0024246263310703	259
common	white	chrXIX	2900001	2950000	-0.0001682482256469	158
common	white	chrXIX	2950001	3000000	0.0010670490503517	157
common	white	chrXIX	3000001	3050000	0.0077397904536454	192
common	white	chrXIX	3050001	3100000	0.0175757341160437	158
common	white	chrXIX	3100001	3150000	0.0092128762384634	154
common	white	chrXIX	3150001	3200000	-0.0014227183365854	137
common	white	chrXIX	3200001	3250000	0.0285828631904354	190
common	white	chrXIX	3250001	3300000	0.0572911131775468	166
common	white	chrXIX	3300001	3350000	0.0031447579952268	143
common	white	chrXIX	3350001	3400000	-0.0047750370693303	153
common	white	chrXIX	3400001	3450000	0.0738841119779097	155
common	white	chrXIX	3450001	3500000	0.0076672143630318	118
common	white	chrXIX	3500001	3550000	0.0046279301288798	108
common	white	chrXIX	3550001	3600000	0.0555922350837697	88
common	white	chrXIX	3600001	3650000	0.0829245799302037	58
common	white	chrXIX	3650001	3700000	0.1496650369934234	75
common	white	chrXIX	3700001	3750000	0.0977941843623075	76
common	white	chrXIX	3750001	3800000	0.0464440813659939	60
common	white	chrXIX	3800001	3850000	0.0376475364251798	102
common	white	chrXIX	3850001	3900000	0.0527611977511015	76
common	white	chrXIX	3900001	3950000	0.0475571154140268	144
common	white	chrXIX	3950001	4000000	0.0774745996302087	97
common	white	chrXIX	4100001	4150000	0.1397426302119865	5
common	white	chrXIX	4150001	4200000	0.029378691625043	27
common	white	chrXIX	4200001	4250000	0.0583839590267207	121
common	white	chrXIX	4250001	4300000	0.0616823976367704	62
common	white	chrXIX	4300001	4350000	0.0029055196213815	89
common	white	chrXIX	4350001	4400000	0.0023327707272747	72
common	white	chrXIX	4400001	4450000	0.0136476422261076	51
common	white	chrXIX	4450001	4500000	0.0076625779710323	135
common	white	chrXIX	4500001	4550000	0.0313794872127062	77
common	white	chrXIX	4550001	4600000	0.0106459350222627	76
common	white	chrXIX	4600001	4650000	0.0108071337673848	60
common	white	chrXIX	4650001	4700000	0.0246104028067863	81
common	white	chrXIX	4700001	4750000	-0.004116230299248	111
common	white	chrXIX	4750001	4800000	0.0038845412237601	72
common	white	chrXIX	4800001	4850000	0.011253572805121	87
common	white	chrXIX	4850001	4900000	0.0453834826456781	65
common	white	chrXIX	4900001	4950000	0.0013803620122022	94
common	white	chrXIX	4950001	5000000	0.2033738491177197	69
common	white	chrXIX	5000001	5050000	0.0219653538942604	76
common	white	chrXIX	5050001	5100000	-0.0090279906381637	80
common	white	chrXIX	5100001	5150000	0.0030241861086744	83
common	white	chrXIX	5150001	5200000	0.0386296493625457	93
common	white	chrXIX	5200001	5250000	0.0412512194828503	104
common	white	chrXIX	5250001	5300000	0.0068370244306274	114
common	white	chrXIX	5300001	5350000	0.0648598510782862	128
common	white	chrXIX	5350001	5400000	0.0449763481644858	114
common	white	chrXIX	5400001	5450000	0.0044572049841725	139
common	white	chrXIX	5450001	5500000	0.0301624276756413	126
common	white	chrXIX	5500001	5550000	0.1315507708328439	105
common	white	chrXIX	5550001	5600000	0.0138023794682219	158
common	white	chrXIX	5600001	5650000	0.0319841466919123	130
common	white	chrXIX	5650001	5700000	-0.000184585009107	200
common	white	chrXIX	5700001	5750000	0.0192396846295683	145
common	white	chrXIX	5750001	5800000	0.017240558335598	101
common	white	chrXIX	5800001	5850000	0.0061098106459046	86
common	white	chrXIX	5850001	5900000	-0.0142416100947642	143
common	white	chrXIX	5900001	5950000	0.0004682162586649	168
common	white	chrXIX	5950001	6000000	0.0304624322222552	257
common	white	chrXIX	6000001	6050000	0.0105841261335031	171
common	white	chrXIX	6050001	6100000	-0.0020268412721215	172
common	white	chrXIX	6100001	6150000	0.0183026818605208	196
common	white	chrXIX	6150001	6200000	0.0107505887530283	128
common	white	chrXIX	6200001	6250000	0.0198354439525192	188
common	white	chrXIX	6250001	6300000	-0.0023609422868569	153
common	white	chrXIX	6300001	6350000	0.0060012573693879	150
common	white	chrXIX	6350001	6400000	0.0168474034241044	132
common	white	chrXIX	6400001	6450000	0.0154985356846047	152
common	white	chrXIX	6450001	6500000	0.0118688744890597	189
common	white	chrXIX	6500001	6550000	0.0602326549581808	150
common	white	chrXIX	6550001	6600000	0.0054855392205786	159
common	white	chrXIX	6600001	6650000	0.0574434815849606	113
common	white	chrXIX	6650001	6700000	0.0065271604134938	108
common	white	chrXIX	6700001	6750000	0.0243989267884493	94
common	white	chrXIX	6750001	6800000	0.0280526632464838	143
common	white	chrXIX	6800001	6850000	0.0321851166270466	194
common	white	chrXIX	6850001	6900000	0.018190216427008	228
common	white	chrXIX	6900001	6950000	0.0081102710773568	172
common	white	chrXIX	6950001	7000000	0.0086370247670354	185
common	white	chrXIX	7000001	7050000	0.0031799564162433	176
common	white	chrXIX	7050001	7100000	0.0234257543988134	144
common	white	chrXIX	7100001	7150000	-0.0010855274069836	112
common	white	chrXIX	7150001	7200000	0.0141020472008402	120
common	white	chrXIX	7200001	7250000	0.0955745072503409	84
common	white	chrXIX	7250001	7300000	0.1110213175875444	181
common	white	chrXIX	7300001	7350000	0.0258480085436469	132
common	white	chrXIX	7350001	7400000	0.0376370595320266	164
common	white	chrXIX	7400001	7450000	-0.0047311040349709	187
common	white	chrXIX	7450001	7500000	-0.0019523608644023	194
common	white	chrXIX	7500001	7550000	0.0034305117938924	156
common	white	chrXIX	7550001	7600000	-0.0034180780317212	160
common	white	chrXIX	7600001	7650000	0.0084536456301467	171
common	white	chrXIX	7650001	7700000	0.0476828211685746	106
common	white	chrXIX	7700001	7750000	-0.0052443848611765	151
common	white	chrXIX	7750001	7800000	0.0018605216460884	159
common	white	chrXIX	7800001	7850000	0.0014106706415001	173
common	white	chrXIX	7850001	7900000	-0.0052804569456728	181
common	white	chrXIX	7900001	7950000	0.0237645714260757	156
common	white	chrXIX	7950001	8000000	-0.0045786964098021	192
common	white	chrXIX	8000001	8050000	0.0037328118866103	185
common	white	chrXIX	8050001	8100000	0.0152897952847716	142
common	white	chrXIX	8100001	8150000	-0.0133422831981323	101
common	white	chrXIX	8150001	8200000	-0.0078896962977166	125
common	white	chrXIX	8200001	8250000	-0.010790919195926	132
common	white	chrXIX	8250001	8300000	0.0136226316213057	144
common	white	chrXIX	8300001	8350000	0.0393300919080341	187
common	white	chrXIX	8350001	8400000	0.0157218978496039	207
common	white	chrXIX	8400001	8450000	0.0280404818813617	171
common	white	chrXIX	8450001	8500000	0.0545807043895976	175
common	white	chrXIX	8500001	8550000	0.0348549809183024	200
common	white	chrXIX	8550001	8600000	0.036854794751191	162
common	white	chrXIX	8600001	8650000	0.0795469682686573	123
common	white	chrXIX	8650001	8700000	0.107266669150128	189
common	white	chrXIX	8700001	8750000	0.0046014150676188	139
common	white	chrXIX	8750001	8800000	0.0104002809934122	124
common	white	chrXIX	8800001	8850000	0.0363298058165368	130
common	white	chrXIX	8850001	8900000	0.0025200985761631	87
common	white	chrXIX	8900001	8950000	0.0021899579445233	123
common	white	chrXIX	8950001	9000000	-0.0038453169098835	102
common	white	chrXIX	9000001	9050000	0.0682381949303791	143
common	white	chrXIX	9050001	9100000	0.0303801450493005	133
common	white	chrXIX	9100001	9150000	0.0350833460790176	119
common	white	chrXIX	9150001	9200000	0.0522499577441188	196
common	white	chrXIX	9200001	9250000	0.1273276376028711	157
common	white	chrXIX	9250001	9300000	0.0786062180804921	171
common	white	chrXIX	9300001	9350000	0.014997629163154	174
common	white	chrXIX	9350001	9400000	0.0544473977629894	119
common	white	chrXIX	9400001	9450000	0.0060355104382217	218
common	white	chrXIX	9450001	9500000	0.0341949030752984	260
common	white	chrXIX	9500001	9550000	0.0409588925613913	239
common	white	chrXIX	9550001	9600000	0.0810651765358946	252
common	white	chrXIX	9600001	9650000	0.0509226231538321	304
common	white	chrXIX	9650001	9700000	0.0675091106000895	289
common	white	chrXIX	9700001	9750000	0.052833693255932	300
common	white	chrXIX	9750001	9800000	0.0498254318287656	182
common	white	chrXIX	9800001	9850000	0.0153946528385838	251
common	white	chrXIX	9850001	9900000	0.0056618961017611	176
common	white	chrXIX	9900001	9950000	0.003333622877848	158
common	white	chrXIX	9950001	10000000	0.0355362814474596	92
common	white	chrXIX	10000001	10050000	0.0786747038042928	54
common	white	chrXIX	10050001	10100000	0.0397387805087781	109
common	white	chrXIX	10100001	10150000	0.1356608789045848	72
common	white	chrXIX	10150001	10200000	0.1125067418210352	142
common	white	chrXIX	10200001	10250000	0.1384587803372971	87
common	white	chrXIX	10250001	10300000	0.0695993074650135	137
common	white	chrXIX	10300001	10350000	-0.0074730383160924	195
common	white	chrXIX	10350001	10400000	0.1015053037904863	187
common	white	chrXIX	10400001	10450000	0.0355642935891095	156
common	white	chrXIX	10450001	10500000	-0.0025413138174525	210
common	white	chrXIX	10500001	10550000	0.0216342826058156	136
common	white	chrXIX	10550001	10600000	0.0088756356608962	287
common	white	chrXIX	10600001	10650000	0.0339902091958882	271
common	white	chrXIX	10650001	10700000	0.0100645976643328	214
common	white	chrXIX	10700001	10750000	-0.0048223589126217	151
common	white	chrXIX	10750001	10800000	0.0349521336103092	187
common	white	chrXIX	10800001	10850000	0.0103591494640388	148
common	white	chrXIX	10850001	10900000	0.0233219787978802	207
common	white	chrXIX	10900001	10950000	0.0458856718360777	286
common	white	chrXIX	10950001	11000000	0.0101857345198056	328
common	white	chrXIX	11000001	11050000	0.0435461819053957	405
common	white	chrXIX	11050001	11100000	-0.0073641144949495	415
common	white	chrXIX	11100001	11150000	0.030413845110792	258
common	white	chrXIX	11150001	11200000	0.0122111081178162	192
common	white	chrXIX	11200001	11250000	0.0458963288397233	102
common	white	chrXIX	11250001	11300000	0.0181468802848444	189
common	white	chrXIX	11300001	11350000	0.0025115476762001	251
common	white	chrXIX	11350001	11400000	0.013276462692663	238
common	white	chrXIX	11400001	11450000	-0.009126098850342	121
common	white	chrXIX	11450001	11500000	0.0202621076352016	112
common	white	chrXIX	11500001	11550000	0.0264746875366218	92
common	white	chrXIX	11550001	11600000	0.0933191212120382	104
common	white	chrXIX	11600001	11650000	0.012218054339707	124
common	white	chrXIX	11650001	11700000	-0.0015907181450648	95
common	white	chrXIX	11700001	11750000	0.0082216235119176	99
common	white	chrXIX	11750001	11800000	0.0068669512066986	111
common	white	chrXIX	11800001	11850000	-0.0073104598900784	291
common	white	chrXIX	11850001	11900000	0.0163983253658972	127
common	white	chrXIX	11900001	11950000	0.0365798522025173	101
common	white	chrXIX	11950001	12000000	0.0602720722316395	98
common	white	chrXIX	12000001	12050000	-0.0151979037597576	97
common	white	chrXIX	12050001	12100000	0.0404232779646261	130
common	white	chrXIX	12100001	12150000	-0.0211909442862518	121
common	white	chrXIX	12150001	12200000	0.007452353301665	91
common	white	chrXIX	12200001	12250000	-0.0174089723300816	120
common	white	chrXIX	12250001	12300000	-0.0114696151056821	142
common	white	chrXIX	12300001	12350000	0.017464261845379	102
common	white	chrXIX	12350001	12400000	0.1468103737188712	94
common	white	chrXIX	12400001	12450000	0.0290312235510634	81
common	white	chrXIX	12450001	12500000	0.0086301588469836	165
common	white	chrXIX	12500001	12550000	0.01507490912214	115
common	white	chrXIX	12550001	12600000	0.0037982903559689	129
common	white	chrXIX	12600001	12650000	-0.0109854983705316	131
common	white	chrXIX	12650001	12700000	0.0323529947994124	161
common	white	chrXIX	12700001	12750000	0.090197461981408	97
common	white	chrXIX	12750001	12800000	0.0914822312529338	111
common	white	chrXIX	12800001	12850000	0.0446307431219512	138
common	white	chrXIX	12850001	12900000	0.0705068153964085	108
common	white	chrXIX	12900001	12950000	0.0260203060928828	153
common	white	chrXIX	12950001	13000000	0.026237795999654	159
common	white	chrXIX	13000001	13050000	-0.0151698213267454	121
common	white	chrXIX	13050001	13100000	0.0387642113095311	136
common	white	chrXIX	13100001	13150000	-0.000562471078651	107
common	white	chrXIX	13150001	13200000	0.0074492542676615	94
common	white	chrXIX	13200001	13250000	0.0374305002786955	133
common	white	chrXIX	13250001	13300000	0.0268938272481324	74
common	white	chrXIX	13300001	13350000	0.0424694646474486	91
common	white	chrXIX	13350001	13400000	0.0173579955460539	126
common	white	chrXIX	13400001	13450000	0.0437766433038621	71
common	white	chrXIX	13450001	13500000	0.0476267310599071	82
common	white	chrXIX	13500001	13550000	0.0045445672101001	121
common	white	chrXIX	13550001	13600000	0.002312361391641	133
common	white	chrXIX	13600001	13650000	0.0199175154276523	137
common	white	chrXIX	13650001	13700000	0.0129942752483091	74
common	white	chrXIX	13700001	13750000	0.0922005799470546	116
common	white	chrXIX	13750001	13800000	0.0150298338302159	106
common	white	chrXIX	13800001	13850000	0.1027148415741503	142
common	white	chrXIX	13850001	13900000	0.0932817600420333	238
common	white	chrXIX	13900001	13950000	0.141410821292856	218
common	white	chrXIX	13950001	14000000	0.0549496935704086	76
common	white	chrXIX	14000001	14050000	0.1202574398075285	93
common	white	chrXIX	14050001	14100000	0.1785884004330387	145
common	white	chrXIX	14100001	14150000	0.0985832035087919	164
common	white	chrXIX	14150001	14200000	-0.0002339672236812	174
common	white	chrXIX	14200001	14250000	0.0196856105200976	161
common	white	chrXIX	14250001	14300000	-0.0080710384189238	203
common	white	chrXIX	14300001	14350000	-0.0096346115187575	226
common	white	chrXIX	14350001	14400000	0.0210711625022359	160
common	white	chrXIX	14400001	14450000	0.0023425962840582	143
common	white	chrXIX	14450001	14500000	0.0379892421730839	178
common	white	chrXIX	14500001	14550000	-0.0003795645912301	79
common	white	chrXIX	14550001	14600000	0.0312947351126028	104
common	white	chrXIX	14600001	14650000	0.0113252704294371	115
common	white	chrXIX	14650001	14700000	0.0133368675403874	96
common	white	chrXIX	14700001	14750000	0.1527145067233944	104
common	white	chrXIX	14750001	14800000	0.1886930398172129	154
common	white	chrXIX	14800001	14850000	0.0234280312442291	115
common	white	chrXIX	14850001	14900000	0.0129012130254323	158
common	white	chrXIX	14900001	14950000	0.0169919794324164	126
common	white	chrXIX	14950001	15000000	0.0780232253187798	79
common	white	chrXIX	15000001	15050000	0.0024270474322411	101
common	white	chrXIX	15050001	15100000	-0.0116589952234611	89
common	white	chrXIX	15100001	15150000	0.0037278886258953	113
common	white	chrXIX	15150001	15200000	0.1312333551332805	80
common	white	chrXIX	15200001	15250000	0.0767564668482121	83
common	white	chrXIX	15250001	15300000	0.0144700370126738	48
common	white	chrXIX	15300001	15350000	0.0278885255805652	63
common	white	chrXIX	15350001	15400000	0.0812556920417149	137
common	white	chrXIX	15400001	15450000	0.1100407651222506	55
common	white	chrXIX	15450001	15500000	0.0381309260663187	54
common	white	chrXIX	15500001	15550000	0.0008843988920665	153
common	white	chrXIX	15550001	15600000	0.013574156656489	139
common	white	chrXIX	15600001	15650000	-0.0007653904323604	76
common	white	chrXIX	15650001	15700000	0.0053926229996183	86
common	white	chrXIX	15700001	15750000	0.0108576640195061	208
common	white	chrXIX	15750001	15800000	0.0770876230040312	144
common	white	chrXIX	15800001	15850000	0.0314869445135625	108
common	white	chrXIX	15850001	15900000	-0.0018487682522323	105
common	white	chrXIX	15900001	15950000	0.0117482227558676	157
common	white	chrXIX	15950001	16000000	0.0033362148335677	97
common	white	chrXIX	16000001	16050000	-0.0110642676438488	123
common	white	chrXIX	16050001	16100000	0.0016253719808236	116
common	white	chrXIX	16100001	16150000	0.0335552941219934	102
common	white	chrXIX	16150001	16200000	-0.0051548854529899	154
common	white	chrXIX	16200001	16250000	0.0255125047314105	174
common	white	chrXIX	16250001	16300000	0.2432419927283801	109
common	white	chrXIX	16300001	16350000	0.1220924313608019	79
common	white	chrXIX	16350001	16400000	0.0316886326106495	141
common	white	chrXIX	16400001	16450000	0.0277416929542774	107
common	white	chrXIX	16450001	16500000	0.0614701574558658	119
common	white	chrXIX	16500001	16550000	0.0081860558063139	112
common	white	chrXIX	16550001	16600000	0.158514763480004	177
common	white	chrXIX	16600001	16650000	0.0143062658985141	161
common	white	chrXIX	16650001	16700000	-0.0007644189435247	212
common	white	chrXIX	16700001	16750000	-0.0126508103755628	161
common	white	chrXIX	16750001	16800000	-0.0042789983723659	171
common	white	chrXIX	16800001	16850000	0.0216274587764416	162
common	white	chrXIX	16850001	16900000	0.0302939546513995	163
common	white	chrXIX	16900001	16950000	0.0285367148485296	174
common	white	chrXIX	16950001	17000000	-0.0048430643419649	185
common	white	chrXIX	17000001	17050000	0.0022662770571227	203
common	white	chrXIX	17050001	17100000	0.003325289734612	185
common	white	chrXIX	17100001	17150000	0.013387045602091	238
common	white	chrXIX	17150001	17200000	-0.0048510656224881	223
common	white	chrXIX	17200001	17250000	-0.0040483764491008	128
common	white	chrXIX	17250001	17300000	-0.0089811125361861	33
common	white	chrXIX	17300001	17350000	-0.0048798633855652	229
common	white	chrXIX	17350001	17400000	0.0024047640377652	184
common	white	chrXIX	17400001	17450000	0.0094860104715666	199
common	white	chrXIX	17450001	17500000	0.0330585151459865	147
common	white	chrXIX	17500001	17550000	-0.0050524240265017	252
common	white	chrXIX	17550001	17600000	0.0093040453615512	231
common	white	chrXIX	17600001	17650000	-0.0094402093701266	132
common	white	chrXIX	17650001	17700000	-0.011377592667135	185
common	white	chrXIX	17700001	17750000	0.0219557678083689	180
common	white	chrXIX	17750001	17800000	0.0078173297147142	213
common	white	chrXIX	17800001	17850000	0.0213845189820213	201
common	white	chrXIX	17850001	17900000	0.030002582315355	199
common	white	chrXIX	17900001	17950000	0.0176536485974135	222
common	white	chrXIX	17950001	18000000	0.0082546696922995	315
common	white	chrXIX	18000001	18050000	0.006162273201191	265
common	white	chrXIX	18050001	18100000	0.0331538344671575	295
common	white	chrXIX	18100001	18150000	0.0099844287766477	241
common	white	chrXIX	18150001	18200000	0.0029235816902963	165
common	white	chrXIX	18200001	18250000	0.0059673328078294	134
common	white	chrXIX	18250001	18300000	0.0331644701424444	275
common	white	chrXIX	18300001	18350000	0.0203747118000245	168
common	white	chrXIX	18350001	18400000	0.0404258144357221	194
common	white	chrXIX	18400001	18450000	-0.0066064722489143	241
common	white	chrXIX	18450001	18500000	-0.0040030015028011	256
common	white	chrXIX	18500001	18550000	-0.0023639191873028	177
common	white	chrXIX	18550001	18600000	0.0008381114725159	264
common	white	chrXIX	18600001	18650000	0.0008453037344515	258
common	white	chrXIX	18650001	18700000	-0.0006986237244381	227
common	white	chrXIX	18700001	18750000	0.0063666317688669	204
common	white	chrXIX	18750001	18800000	0.0008016940458989	273
common	white	chrXIX	18800001	18850000	0.0040773746895115	294
common	white	chrXIX	18850001	18900000	0.0069740055672974	272
common	white	chrXIX	18900001	18950000	0.0025450864332528	192
common	white	chrXIX	18950001	19000000	-0.0037926070581443	206
common	white	chrXIX	19000001	19050000	0.0098420361603829	189
common	white	chrXIX	19050001	19100000	-0.0025334703506953	152
common	white	chrXIX	19100001	19150000	-0.005007310571277	195
common	white	chrXIX	19150001	19200000	0.0210334926734892	154
common	white	chrXIX	19200001	19250000	0.0165027840339012	140
common	white	chrXIX	19250001	19300000	0.006742462479022	219
common	white	chrXIX	19300001	19350000	0.0015870749805247	215
common	white	chrXIX	19350001	19400000	0.0078834073364097	165
common	white	chrXIX	19400001	19450000	0.0254423027507556	194
common	white	chrXIX	19450001	19500000	-0.0134490760514312	205
common	white	chrXIX	19500001	19550000	-0.0068110946676875	187
common	white	chrXIX	19550001	19600000	-0.0020898733852925	210
common	white	chrXIX	19600001	19650000	0.0235590627269642	213
common	white	chrXIX	19650001	19700000	0.0120366645187873	155
common	white	chrXIX	19700001	19750000	0.0096250058342162	134
common	white	chrXIX	19750001	19800000	0.0267207571760604	189
common	white	chrXIX	19800001	19850000	0.0076393610289227	147
common	white	chrXIX	19850001	19900000	0.0035319018423474	162
common	white	chrXIX	19900001	19950000	-0.0024762201421876	198
common	white	chrXIX	19950001	20000000	0.040067298339014	146
common	white	chrXIX	20000001	20050000	0.0134715482226345	165
common	white	chrXIX	20050001	20100000	-0.001420718319706	126
common	white	chrXIX	20100001	20150000	0.0403309372597344	145
common	white	chrXIX	20150001	20200000	0.0285278351474027	136
common	white	chrXIX	20200001	20250000	0.0235391517190807	112
common	white	chrXIX	20250001	20300000	0.0482223449076464	129
common	white	chrXIX	20300001	20350000	0.0474787599719468	116
common	white	chrXIX	20350001	20400000	0.0024510101467066	147
common	white	chrXIX	20400001	20450000	-0.0026803128158842	74
common	white	chrXIX	20450001	20500000	0.0277464271461086	113
common	white	chrXIX	20500001	20550000	0.0383883079013869	124
common	white	chrXIX	20550001	20600000	0.0342616982634428	102
