pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
common	white	chrI	1950001	2000000	0.0516591497709371	452	34866	674924	48276
common	white	chrI	2000001	2050000	0.0335506766615311	849	42770	1274788	83612
common	white	chrI	2050001	2100000	0.0643467762239362	469	44982	699056	51344
common	white	chrI	2100001	2150000	0.0761427201277091	416	47316	621412	44188
common	white	chrI	2150001	2200000	0.052614590058102	594	46944	892224	58176
common	white	chrI	2200001	2250000	0.0542753894363615	702	57434	1058196	65004
common	white	chrI	2250001	2300000	0.0696329145109632	545	56528	811800	60200
common	white	chrI	2300001	2350000	0.0230491301338877	884	30774	1335148	79252
common	white	chrI	2350001	2400000	0.0484820149310006	883	64292	1326100	86700
common	white	chrI	2400001	2450000	0.0404320287668576	809	49204	1216956	77444
common	white	chrI	2450001	2500000	0.0475124362756594	862	61586	1296208	82992
common	white	chrI	2500001	2550000	0.032655656983465	782	38306	1173028	78172
common	white	chrI	2550001	2600000	0.0377370387301186	840	47880	1268780	75220
common	white	chrI	2600001	2650000	0.0537444750095493	830	66974	1246156	81844
common	white	chrI	2650001	2700000	0.041929521572256	1187	74680	1781084	118116
common	white	chrI	2700001	2750000	0.0475646807948519	988	70574	1483748	97052
common	white	chrI	2750001	2800000	0.0593045487682425	781	68984	1163216	86384
common	white	chrI	2800001	2850000	0.0600894424826589	949	85832	1428404	89996
common	white	chrI	2850001	2900000	0.0605677425246304	1051	95510	1576912	104688
common	white	chrI	2900001	2950000	0.0500151726863417	759	56698	1133616	80784
common	white	chrI	2950001	3000000	0.0532829753012107	1076	86396	1621456	100144
common	white	chrI	3000001	3050000	0.0549717400594916	943	77692	1413308	95492
common	white	chrI	3050001	3100000	0.0452601450281264	807	54776	1210248	80952
common	white	chrI	3100001	3150000	0.0507256022528278	901	68594	1352256	89344
common	white	chrI	3150001	3200000	0.0643306158059743	838	80518	1251628	89172
common	white	chrI	3200001	3250000	0.0650593885339393	619	60690	932840	57560
common	white	chrI	3250001	3300000	0.0397899209084655	748	44654	1122244	74556
common	white	chrI	3300001	3350000	0.0493822526154298	819	60514	1225420	84980
common	white	chrI	3350001	3400000	0.0429551692589204	29	1878	43720	2680
common	white	chrI	3400001	3450000	0.2142197599261311	3	928	4332	468
common	white	chrI	3450001	3500000	0.0201792937830055	458	13848	686248	46552
common	white	chrI	3500001	3550000	0.055522668559425	930	77286	1391972	96028
common	white	chrI	3550001	3600000	0.0384930960650682	1159	66806	1735532	118868
common	white	chrI	3600001	3650000	0.0402820279447983	1116	67450	1674444	111156
common	white	chrI	3650001	3700000	0.0478857040311923	982	70446	1471128	100072
common	white	chrI	3700001	3750000	0.0471684351073119	1312	93122	1974244	124956
common	white	chrI	3750001	3800000	0.0421961492893342	1342	85192	2018952	128248
common	white	chrI	3800001	3850000	0.052960903879293	859	68474	1292916	81484
common	white	chrI	3850001	3900000	0.0389208073474623	981	57040	1465540	104060
common	white	chrI	3900001	3950000	0.0423604695703116	714	45120	1065144	77256
common	white	chrI	3950001	4000000	0.048121529776913	808	58172	1208856	83944
common	white	chrI	4000001	4050000	0.0422425194029221	1013	64138	1518328	102472
common	white	chrI	4050001	4100000	0.0234567052705133	1167	40954	1745940	121260
common	white	chrI	4100001	4150000	0.0185633335970951	1216	33782	1819824	125776
common	white	chrI	4150001	4200000	0.0340688534444552	1052	53502	1570408	112792
common	white	chrI	4200001	4250000	0.0321344590902026	1069	51274	1595608	114792
common	white	chrI	4250001	4300000	0.0386634468441547	1254	72560	1876708	129692
common	white	chrI	4300001	4350000	0.0406003472469383	864	52474	1292452	89948
common	white	chrI	4350001	4400000	0.0396236647991117	1144	68092	1718468	111932
common	white	chrI	4400001	4450000	0.044696720550098	1060	71216	1593316	102684
common	white	chrI	4450001	4500000	0.0586993255195876	944	82956	1413236	97164
common	white	chrI	4500001	4550000	0.0303916222070164	1034	47258	1554968	99432
common	white	chrI	4550001	4600000	0.033568228599104	1100	55448	1651800	108200
common	white	chrI	4600001	4650000	0.0204875002262812	886	27162	1325784	91816
common	white	chrI	4650001	4700000	0.0367416200699697	1075	58980	1605264	114736
common	white	chrI	4700001	4750000	0.0327284496615721	614	30134	920728	61672
common	white	chrI	4750001	4800000	0.0440182894417198	1110	73204	1663036	112964
common	white	chrI	4800001	4850000	0.0274572983629493	1009	41448	1509544	104856
common	white	chrI	4850001	4900000	0.0305149603185303	1180	54322	1780176	107824
common	white	chrI	4900001	4950000	0.0469922791397659	1261	89178	1897716	119884
common	white	chrI	4950001	5000000	0.0389595608281586	1007	58876	1511208	99992
common	white	chrI	5000001	5050000	0.0449527852136135	1331	90144	2005304	124296
common	white	chrI	5050001	5100000	0.0333556998597008	961	48120	1442632	94968
common	white	chrI	5100001	5150000	0.0276383451356758	875	36032	1303696	96304
common	white	chrI	5150001	5200000	0.0338585342585896	867	44010	1299820	87380
common	white	chrI	5200001	5250000	0.0354053751094441	884	46746	1320308	94092
common	white	chrI	5250001	5300000	0.0237397977973934	894	31972	1346768	83632
common	white	chrI	5300001	5350000	0.0195613216244871	928	27158	1388352	96448
common	white	chrI	5350001	5400000	0.0236532065868666	997	35134	1485380	109820
common	white	chrI	5400001	5450000	0.015234556170179	947	21548	1414416	100784
common	white	chrI	5450001	5500000	0.0197772861324972	1233	36508	1845956	126844
common	white	chrI	5500001	5550000	0.0319657070955262	857	40850	1277932	93268
common	white	chrI	5550001	5600000	0.0217577168325132	970	31556	1450336	101664
common	white	chrI	5600001	5650000	0.0219503596410898	620	20422	930372	61628
common	white	chrI	5650001	5700000	0.0113817178958991	1025	17482	1535972	104028
common	white	chrI	5700001	5750000	0.0385628368351167	858	49372	1280300	92500
common	white	chrI	5750001	5800000	0.0449803075344429	886	59616	1325380	92220
common	white	chrI	5800001	5850000	0.041526734671001	598	37046	892100	64700
common	white	chrI	5850001	5900000	0.0281588730747707	747	31600	1122204	72996
common	white	chrI	5900001	5950000	0.0298206220535606	726	32564	1091996	69604
common	white	chrI	5950001	6000000	0.0347616242416726	1035	53816	1548144	107856
common	white	chrI	6000001	6050000	0.021927798087549	991	32462	1480404	105196
common	white	chrI	6050001	6100000	0.0405359417386992	1100	66704	1645552	114448
common	white	chrI	6100001	6150000	0.0305829430613754	873	39704	1298240	98560
common	white	chrI	6150001	6200000	0.0366279541947535	755	41492	1132796	75204
common	white	chrI	6200001	6250000	0.0104631153673499	1069	16782	1603920	106480
common	white	chrI	6250001	6300000	0.0325060027142708	821	39856	1226112	87488
common	white	chrI	6300001	6350000	0.0211234725619711	929	29498	1396456	89944
common	white	chrI	6350001	6400000	0.0264201376705548	936	37046	1402188	95412
common	white	chrI	6400001	6450000	0.0340567547523322	963	48860	1434664	106136
common	white	chrI	6450001	6500000	0.0191919494893444	894	25594	1333580	96820
common	white	chrI	6500001	6550000	0.0345204299493945	1016	52580	1523156	102444
common	white	chrI	6550001	6600000	0.0274473711258327	858	35250	1284276	88524
common	white	chrI	6600001	6650000	0.0385579928617349	966	55658	1443488	102112
common	white	chrI	6650001	6700000	0.0326913716919729	844	41106	1257396	93004
common	white	chrI	6700001	6750000	0.0415739048776861	1412	88366	2125516	133684
common	white	chrI	6750001	6800000	0.0339925951112622	851	43188	1270512	91088
common	white	chrI	6800001	6850000	0.0301568600751294	904	40750	1351268	95132
common	white	chrI	6850001	6900000	0.0255595804008165	738	28196	1103148	77652
common	white	chrI	6900001	6950000	0.0516099579720751	1120	86598	1677932	114068
common	white	chrI	6950001	7000000	0.0221137185584873	923	30426	1375888	100912
common	white	chrI	7000001	7050000	0.0339276852427849	769	38832	1144552	85848
common	white	chrI	7050001	7100000	0.0372383549097807	1145	63754	1712052	119948
common	white	chrI	7100001	7150000	0.0300365427391166	1011	45372	1510560	107040
common	white	chrI	7150001	7200000	0.0268371128254131	920	36848	1373024	98976
common	white	chrI	7200001	7250000	0.0309034037783023	1036	47858	1548632	108968
common	white	chrI	7250001	7300000	0.0190772835114293	988	28272	1481972	98828
common	white	chrI	7300001	7350000	0.0189314580927779	901	25446	1344112	97488
common	white	chrI	7350001	7400000	0.0208383397544721	1031	32258	1548012	101588
common	white	chrI	7400001	7450000	0.0255427859954327	931	35614	1394288	95312
common	white	chrI	7450001	7500000	0.0272544565473001	1105	44968	1649932	118068
common	white	chrI	7500001	7550000	0.0176756038712825	1089	28688	1623028	119372
common	white	chrI	7550001	7600000	0.00832868157749	1204	14980	1798604	127796
common	white	chrI	7600001	7650000	0.0091575002963396	1100	15142	1653508	106492
common	white	chrI	7650001	7700000	0.0150196483877462	1187	26556	1768084	131116
common	white	chrI	7700001	7750000	0.0359012354450164	1054	56596	1576436	109964
common	white	chrI	7750001	7800000	0.014056754605491	1164	24512	1743788	118612
common	white	chrI	7800001	7850000	0.0090092387502914	1097	14838	1646976	108224
common	white	chrI	7850001	7900000	0.0124327653459248	974	18168	1461300	97100
common	white	chrI	7900001	7950000	0.0347717860604458	971	50512	1452672	100928
common	white	chrI	7950001	8000000	0.0352985140801358	1052	55730	1578820	104380
common	white	chrI	8000001	8050000	0.0190070472212073	1165	33088	1740828	123172
common	white	chrI	8050001	8100000	0.0201762964616	1218	36888	1828284	120516
common	white	chrI	8100001	8150000	0.0149074552472418	1315	29430	1974180	129820
common	white	chrI	8150001	8200000	0.0172183738360208	1037	26686	1549856	109344
common	white	chrI	8200001	8250000	0.0219603010547516	1012	33146	1509360	109840
common	white	chrI	8250001	8300000	0.0220156032916533	1045	34608	1571976	100024
common	white	chrI	8300001	8350000	0.0212390552232705	928	29516	1389704	95096
common	white	chrI	8350001	8400000	0.0166416778648185	1237	30812	1851496	127704
common	white	chrI	8400001	8450000	0.0225598177704164	1413	47618	2110744	150056
common	white	chrI	8450001	8500000	0.0181997842360401	1129	30906	1698152	108248
common	white	chrI	8500001	8550000	0.0300569416699374	915	41046	1365608	98392
common	white	chrI	8550001	8600000	0.0225510159871756	989	33312	1477184	105216
common	white	chrI	8600001	8650000	0.0339772063517937	988	50026	1472340	108460
common	white	chrI	8650001	8700000	0.0336285490313989	998	50106	1489984	106816
common	white	chrI	8700001	8750000	0.0185454462511369	940	26018	1402932	101068
common	white	chrI	8750001	8800000	0.01716568151371	1080	27728	1615316	112684
common	white	chrI	8800001	8850000	0.0143122220789693	1051	22646	1582284	99316
common	white	chrI	8850001	8900000	0.013015578968497	1273	24900	1913092	123708
common	white	chrI	8900001	8950000	0.0067387051164014	1302	13116	1946368	136832
common	white	chrI	8950001	9000000	0.0055326165761878	1209	10012	1809632	124768
common	white	chrI	9000001	9050000	0.0108361839245554	1130	18348	1693216	114784
common	white	chrI	9050001	9100000	0.0144750187096009	925	20038	1384316	95684
common	white	chrI	9100001	9150000	0.0171745010378784	1143	29488	1716964	111836
common	white	chrI	9150001	9200000	0.0180386717141635	670	18050	1000628	71372
common	white	chrI	9200001	9250000	0.0160942136346287	655	15686	974636	73364
common	white	chrI	9250001	9300000	0.0321255819577967	889	42506	1323120	99280
common	white	chrI	9300001	9350000	0.0227052627959749	936	31698	1396064	101536
common	white	chrI	9350001	9400000	0.0289128097888501	1095	47230	1633532	118468
common	white	chrI	9400001	9450000	0.0203582594923746	975	29822	1464860	95140
common	white	chrI	9450001	9500000	0.0148340287265074	728	16070	1083320	81480
common	white	chrI	9500001	9550000	0.00900946971187	1022	13742	1525284	109916
common	white	chrI	9550001	9600000	0.0149551082461382	1058	23766	1589156	103644
common	white	chrI	9600001	9650000	0.0110494315832657	831	13790	1248028	81572
common	white	chrI	9650001	9700000	0.0121840104270941	654	11928	978988	67412
common	white	chrI	9700001	9750000	0.0144471342951915	1314	28502	1972848	129552
common	white	chrI	9750001	9800000	0.018465967615673	1040	28684	1553344	110656
common	white	chrI	9800001	9850000	0.0097039611725788	921	13412	1382116	91484
common	white	chrI	9850001	9900000	0.0197044598527649	498	14732	747648	49152
common	white	chrI	9900001	9950000	0.0172870736919883	1040	26952	1559084	104916
common	white	chrI	9950001	10000000	0.0169132286599964	1062	26844	1587160	112040
common	white	chrI	10000001	10050000	0.0223275169910323	1181	39488	1768580	121020
common	white	chrI	10050001	10100000	0.0257874362132676	1061	41034	1591240	106360
common	white	chrI	10100001	10150000	0.014809519082966	997	22082	1491068	104132
common	white	chrI	10150001	10200000	0.0184795079849087	1287	35756	1934900	124300
common	white	chrI	10200001	10250000	0.0161929764063316	1194	29114	1797940	112460
common	white	chrI	10250001	10300000	0.0108182089912269	1017	16504	1525576	101624
common	white	chrI	10300001	10350000	0.0106419401862957	757	12060	1133252	77948
common	white	chrI	10350001	10400000	0.0207875303822214	923	28668	1379096	97704
common	white	chrI	10400001	10450000	0.0169873864126426	1040	26628	1567516	96484
common	white	chrI	10450001	10500000	0.0214467715060629	879	28214	1315536	90864
common	white	chrI	10500001	10550000	0.0063300408229445	1027	9682	1529532	113668
common	white	chrI	10550001	10600000	0.0135436591853111	1060	21468	1585096	110904
common	white	chrI	10600001	10650000	0.018330014999226	1001	27472	1498744	102856
common	white	chrI	10650001	10700000	0.0202552980043512	797	24132	1191392	83808
common	white	chrI	10700001	10750000	0.0264585347257205	984	38866	1468940	105460
common	white	chrI	10750001	10800000	0.0171065670848137	1109	28310	1654920	119480
common	white	chrI	10800001	10850000	0.0088528232698343	1034	13674	1544592	109808
common	white	chrI	10850001	10900000	0.0282250165378183	944	39766	1408892	101508
common	white	chrI	10900001	10950000	0.0240289564516984	1060	38066	1584172	111828
common	white	chrI	10950001	11000000	0.0122355496519602	941	17170	1403288	102312
common	white	chrI	11000001	11050000	0.0061204400063263	984	8978	1466888	107512
common	white	chrI	11050001	11100000	0.012482995048158	738	13764	1102620	78180
common	white	chrI	11100001	11150000	0.0318313589348985	377	17788	558820	44380
common	white	chrI	11150001	11200000	0.0363082095543958	533	28942	797120	55680
common	white	chrI	11200001	11250000	0.011776185401833	1059	18610	1580308	114092
common	white	chrI	11250001	11300000	0.0122996816985888	1016	18718	1521828	103772
common	white	chrI	11300001	11350000	0.0185501856087325	1124	31242	1684188	114212
common	white	chrI	11350001	11400000	0.0204131516331386	1237	37748	1849200	130000
common	white	chrI	11400001	11450000	0.0183074653891306	1153	31626	1727492	117308
common	white	chrI	11450001	11500000	0.027274296783956	1055	42970	1575476	112524
common	white	chrI	11500001	11550000	0.0173474552644614	989	25636	1477796	104604
common	white	chrI	11550001	11600000	0.0211316817509038	1100	34836	1648520	111480
common	white	chrI	11600001	11650000	0.0245147107195509	1133	41438	1690332	122468
common	white	chrI	11650001	11700000	0.0185014789565282	1149	31850	1721484	116916
common	white	chrI	11700001	11750000	0.0138597947698159	1111	22972	1657456	120144
common	white	chrI	11750001	11800000	0.0271728260780225	976	39672	1459988	101612
common	white	chrI	11800001	11850000	0.0146174577280042	972	21218	1451552	103648
common	white	chrI	11850001	11900000	0.0225594437536478	948	32004	1418652	98148
common	white	chrI	11900001	11950000	0.011918837287348	1041	18468	1549480	116120
common	white	chrI	11950001	12000000	0.0103608649069835	990	15318	1478448	105552
common	white	chrI	12000001	12050000	0.0088398718358602	1152	15152	1714052	129148
common	white	chrI	12050001	12100000	0.0143521866725639	898	19210	1338472	98328
common	white	chrI	12100001	12150000	0.0149660353144222	969	21644	1446208	104192
common	white	chrI	12150001	12200000	0.0342512951994621	956	49108	1433756	95844
common	white	chrI	12200001	12250000	0.0252222350641454	1068	40154	1592008	116792
common	white	chrI	12250001	12300000	0.0209728367723263	1316	41218	1965304	140296
common	white	chrI	12300001	12350000	0.0261006897440856	1034	40490	1551300	103100
common	white	chrI	12350001	12400000	0.0173764435894996	1153	29954	1723828	120972
common	white	chrI	12400001	12450000	0.0270197763772273	1024	41294	1528288	110112
common	white	chrI	12450001	12500000	0.0389022020168433	931	54286	1395448	94152
common	white	chrI	12500001	12550000	0.0326724809723816	1076	52492	1606612	114988
common	white	chrI	12550001	12600000	0.0208014130859934	1071	33398	1605564	108036
common	white	chrI	12600001	12650000	0.0164297420030107	1283	31520	1918472	134328
common	white	chrI	12650001	12700000	0.0302879568661131	1121	50782	1676640	116960
common	white	chrI	12700001	12750000	0.0406908549055455	1142	69798	1715324	111876
common	white	chrI	12750001	12800000	0.0494613543091655	1155	85618	1731008	116992
common	white	chrI	12800001	12850000	0.0285988521605131	818	34742	1214804	93996
common	white	chrI	12850001	12900000	0.0204946613150676	344	10580	516232	34168
common	white	chrI	12900001	12950000	0.0168910853874714	1055	26604	1575032	112968
common	white	chrI	12950001	13000000	0.0156591674817954	1228	28816	1840200	124600
common	white	chrI	13000001	13050000	0.0215069755647988	1100	35284	1640584	119416
common	white	chrI	13050001	13100000	0.0239974431030115	1105	39794	1658260	109740
common	white	chrI	13100001	13150000	0.0299860355049377	962	43032	1435068	104132
common	white	chrI	13150001	13200000	0.0391473531792897	925	53964	1378484	101516
common	white	chrI	13200001	13250000	0.0261181116117485	815	31696	1213564	90436
common	white	chrI	13250001	13300000	0.0397285297782509	885	52544	1322576	93424
common	white	chrI	13300001	13350000	0.014772143224259	937	20694	1400880	98320
common	white	chrI	13350001	13400000	0.0262038259168282	748	29144	1112204	84596
common	white	chrI	13400001	13450000	0.0339397048636072	818	41546	1224112	84688
common	white	chrI	13450001	13500000	0.0267531414673692	953	38016	1420992	103808
common	white	chrI	13500001	13550000	0.0306085241658406	1042	47680	1557736	109464
common	white	chrI	13550001	13600000	0.0214826166284826	1229	39420	1834972	131428
common	white	chrI	13600001	13650000	0.0193727901346384	617	17796	918608	68592
common	white	chrI	13650001	13700000	0.029278544686129	1166	50988	1741480	124120
common	white	chrI	13700001	13750000	0.0190379638630517	1027	29220	1534828	108372
common	white	chrI	13750001	13800000	0.0250384747465754	1052	39372	1572460	110740
common	white	chrI	13800001	13850000	0.0257941951225433	1098	42498	1647580	109220
common	white	chrI	13850001	13900000	0.0366515479597152	1084	59378	1620068	114332
common	white	chrI	13900001	13950000	0.0180758240288645	979	26492	1465604	100796
common	white	chrI	13950001	14000000	0.0253947614964881	942	35780	1408952	98248
common	white	chrI	14000001	14050000	0.0284039766432791	924	39382	1386496	91904
common	white	chrI	14050001	14100000	0.0312134018409341	1073	50106	1605272	111528
common	white	chrI	14100001	14150000	0.0337329640890438	1010	50770	1505056	110944
common	white	chrI	14150001	14200000	0.0222844652067686	947	31522	1414528	100672
common	white	chrI	14200001	14250000	0.0290196830776691	1003	43564	1501188	103612
common	white	chrI	14250001	14300000	0.0278769519275848	1190	49472	1774656	129344
common	white	chrI	14300001	14350000	0.0427957259692343	1254	80312	1876636	129764
common	white	chrI	14350001	14400000	0.0137244640150147	1187	24336	1773184	126016
common	white	chrI	14400001	14450000	0.0170139571456654	1092	27696	1627840	119360
common	white	chrI	14450001	14500000	0.0234179140805646	882	30788	1314720	96480
common	white	chrI	14500001	14550000	0.0200881234711019	1089	32716	1628624	113776
common	white	chrI	14550001	14600000	0.0185879398044558	1143	31734	1707236	121564
common	white	chrI	14600001	14650000	0.0277710859802549	1172	48878	1760032	115168
common	white	chrI	14650001	14700000	0.0330545331888587	892	44294	1340028	87172
common	white	chrI	14700001	14750000	0.0286871158429857	1182	50742	1768808	122392
common	white	chrI	14750001	14800000	0.0162466197671212	1052	25690	1581252	101948
common	white	chrI	14800001	14850000	0.0133517734548823	616	12338	924072	61528
common	white	chrI	14850001	14900000	0.0186938611600013	854	23834	1274964	91436
common	white	chrI	14900001	14950000	0.0225934429282228	1173	39796	1761396	115404
common	white	chrI	14950001	15000000	0.032763219334981	1092	53606	1636164	111036
common	white	chrI	15000001	15050000	0.0221328513756792	1134	37522	1695308	119092
common	white	chrI	15050001	15100000	0.0303591123291333	959	43602	1436208	98192
common	white	chrI	15100001	15150000	0.0291038930232301	969	42206	1450184	100216
common	white	chrI	15150001	15200000	0.027971724121398	887	37338	1334848	84352
common	white	chrI	15200001	15250000	0.0308285495092722	1005	46614	1512040	95960
common	white	chrI	15250001	15300000	0.0336067085908378	985	49550	1474408	101592
common	white	chrI	15300001	15350000	0.0296012956634564	1170	51834	1751072	120928
common	white	chrI	15350001	15400000	0.035417318586458	1236	65646	1853500	124100
common	white	chrI	15400001	15450000	0.0273245809248145	944	38554	1410964	99436
common	white	chrI	15450001	15500000	0.0270564875072381	1242	50090	1851312	135888
common	white	chrI	15500001	15550000	0.0282577629347348	1022	43186	1528288	106912
common	white	chrI	15550001	15600000	0.0225322044659577	919	30946	1373412	96988
common	white	chrI	15600001	15650000	0.0215589502756493	998	32098	1488848	107952
common	white	chrI	15650001	15700000	0.0326028405724238	898	43578	1336632	100168
common	white	chrI	15700001	15750000	0.0243674695557776	987	36274	1488624	90576
common	white	chrI	15750001	15800000	0.0130671062217484	948	18582	1422044	94756
common	white	chrI	15800001	15850000	0.0353877467637943	1072	56818	1605584	109616
common	white	chrI	15850001	15900000	0.0258051282051282	1106	42772	1657500	112100
common	white	chrI	15900001	15950000	0.0240456949143934	843	30302	1260184	88616
common	white	chrI	15950001	16000000	0.0596228727634537	775	69272	1161836	78164
common	white	chrI	16000001	16050000	0.0650502761039551	863	84722	1302408	78392
common	white	chrI	16050001	16100000	0.0429491967876823	1004	64626	1504708	101692
common	white	chrI	16100001	16150000	0.0227658697992106	1010	34264	1505060	110940
common	white	chrI	16150001	16200000	0.0307714501614343	974	44794	1455700	102700
common	white	chrI	16200001	16250000	0.0318213984377126	984	46766	1469640	104760
common	white	chrI	16250001	16300000	0.0360366966681031	1185	63886	1772804	123196
common	white	chrI	16300001	16350000	0.02177782512778	1024	33524	1539364	99036
common	white	chrI	16350001	16400000	0.0385457718144544	905	52308	1357036	90964
common	white	chrI	16400001	16450000	0.0355096910284843	748	39324	1107416	89384
common	white	chrI	16450001	16500000	0.0375523573488702	743	41456	1103952	84848
common	white	chrI	16500001	16550000	0.0276724199356525	976	40390	1459576	102024
common	white	chrI	16550001	16600000	0.0337233773610304	816	41086	1218324	87276
common	white	chrI	16600001	16650000	0.026082608228246	818	32026	1227868	80932
common	white	chrI	16650001	16700000	0.0314497845135725	784	36954	1175016	79384
common	white	chrI	16700001	16750000	0.046626987011552	921	64144	1375684	97916
common	white	chrI	16750001	16800000	0.0370911455121088	1039	57734	1556544	105856
common	white	chrI	16800001	16850000	0.0312834414340254	939	44084	1409180	93220
common	white	chrI	16850001	16900000	0.0441889159565013	930	61456	1390756	97244
common	white	chrI	16900001	16950000	0.0467025621080266	1100	76850	1645520	114480
common	white	chrI	16950001	17000000	0.0303599196329597	1384	63102	2078464	135936
common	white	chrI	17000001	17050000	0.0277738319794657	810	33630	1210852	85148
common	white	chrI	17050001	17100000	0.0316484331540886	1080	51204	1617900	110100
common	white	chrI	17100001	17150000	0.0299220071300814	1095	49184	1643740	108260
common	white	chrI	17150001	17200000	0.0349489727135461	797	41478	1186816	88384
common	white	chrI	17200001	17250000	0.0303168367332318	936	42320	1395924	101676
common	white	chrI	17250001	17300000	0.0280725874249299	1145	48352	1722392	109608
common	white	chrI	17300001	17350000	0.0263345298644774	744	29140	1106532	83868
common	white	chrI	17350001	17400000	0.0167038391297285	673	16866	1009708	67092
common	white	chrI	17400001	17450000	0.0383785422574144	904	51648	1345752	100648
common	white	chrI	17450001	17500000	0.0457127117594557	1250	85636	1873352	126648
common	white	chrI	17500001	17550000	0.0399414426963693	1016	60788	1521928	103672
common	white	chrI	17550001	17600000	0.0377037007971458	889	49966	1325228	97172
common	white	chrI	17600001	17650000	0.0363586806560378	796	43220	1188712	84888
common	white	chrI	17650001	17700000	0.049518505874655	753	55700	1124832	79968
common	white	chrI	17700001	17750000	0.0475164387131055	1051	74402	1565816	115784
common	white	chrI	17750001	17800000	0.0340012249104968	1072	54628	1606648	108552
common	white	chrI	17800001	17850000	0.0444376214393078	292	19394	436432	30768
common	white	chrI	17850001	17900000	0.0523789287691301	952	74940	1430728	92472
common	white	chrI	17900001	17950000	0.0517991997893288	628	48782	941752	63048
common	white	chrI	17950001	18000000	0.0500337852618479	551	41170	822844	58756
common	white	chrI	18000001	18050000	0.042320181469311	686	43582	1029816	67784
common	white	chrI	18050001	18100000	0.0379949710039869	472	26836	706304	48896
common	white	chrI	18100001	18150000	0.0637482877695481	651	62176	975336	66264
common	white	chrI	18150001	18200000	0.0476871557813477	704	50012	1048752	77648
common	white	chrI	18200001	18250000	0.0390593266563765	923	53850	1378672	98128
common	white	chrI	18250001	18300000	0.0392226426994638	852	49750	1268400	94800
common	white	chrI	18300001	18350000	0.0372948652200391	674	37234	998368	80032
common	white	chrI	18350001	18400000	0.0522178594632351	1047	81336	1557628	117572
common	white	chrI	18400001	18450000	0.0418239179942178	990	62148	1485944	98056
common	white	chrI	18450001	18500000	0.0662715383190643	971	95892	1446956	106644
common	white	chrI	18500001	18550000	0.0583275811063997	1028	89908	1541432	103368
common	white	chrI	18550001	18600000	0.0782411604714415	652	75944	970640	72560
common	white	chrI	18600001	18650000	0.0366171480790981	952	51930	1418188	105012
common	white	chrI	18650001	18700000	0.050423141655813	901	67828	1345176	96424
