pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Common	chrY	1000001	1050000	5.528645071720201e-05	37717	376	6800943	365287
White	chrY	1000001	1050000	0.0001617487816128	37717	1120	6924318	241912
Common	chrY	1050001	1100000	8.226993762157086e-05	41803	628	7633408	309162
White	chrY	1050001	1100000	0.0001379984655511	41803	1056	7652259	290311
Common	chrY	1100001	1150000	5.884145832813836e-05	30892	328	5574301	295179
White	chrY	1100001	1150000	0.000196359591013	30892	1124	5724192	145288
White	chrY	1150001	1200000	8.452672054679534e-05	35092	548	6483157	184323
Common	chrY	1150001	1200000	3.885456136361008e-05	35092	252	6485725	181755
White	chrY	1200001	1250000	0.0001228133760687	39815	900	7328192	236658
Common	chrY	1200001	1250000	6.614225696239498e-05	39815	484	7317561	247289
Common	chrY	1250001	1300000	0.0001037961055843	45801	876	8439623	262567
White	chrY	1250001	1300000	0.000150472884551	45801	1280	8506516	195674
Common	chrY	1300001	1350000	5.753031927729135e-05	41203	432	7509084	319486
White	chrY	1300001	1350000	0.0001332732645469	41203	1020	7653448	175122
Common	chrY	1350001	1400000	6.840591456407918e-05	46212	580	8478799	301481
White	chrY	1350001	1400000	0.0001790513825283	46212	1544	8623223	157057
White	chrY	1400001	1450000	0.0001375819522737	45367	1164	8460412	159318
Common	chrY	1400001	1450000	0.0001016198296717	45367	848	8344828	274902
Common	chrY	1450001	1500000	0.0001075536737646	45440	900	8367915	265685
White	chrY	1450001	1500000	0.0001443981791626	45440	1220	8448860	184740
Common	chrY	1500001	1550000	0.0001191593871379	40243	884	7418635	227535
White	chrY	1500001	1550000	0.0002040563954185	40243	1528	7488126	158044
White	chrY	1550001	1600000	0.0002278634588824	18108	752	3300222	140298
Common	chrY	1550001	1600000	3.8897298066044574e-05	18108	128	3290717	149803
White	chrY	1600001	1650000	0.0001362601908298	38001	956	7015989	204201
Common	chrY	1600001	1650000	0.0001483852748894	38001	1032	6954868	265322
Common	chrY	1650001	1700000	3.988564986990687e-05	32411	236	5916915	241175
White	chrY	1650001	1700000	9.274826968594536e-05	32411	556	5994721	163369
Common	chrY	1700001	1750000	6.431816292832443e-05	47757	568	8831098	242732
White	chrY	1700001	1750000	0.000155493816096	47757	1388	8926400	147430
Common	chrY	1750001	1800000	0.0001099216161886	37126	748	6804849	249091
White	chrY	1750001	1800000	7.672829392168047e-05	37126	528	6881425	172515
Common	chrY	1800001	1850000	0.0001683150671687	37211	1156	6868072	202018
White	chrY	1800001	1850000	0.0002082272445573	37211	1432	6877102	192988
Common	chrY	1850001	1900000	0.00010798607435	33801	664	6148941	273249
White	chrY	1850001	1900000	0.0001857812124088	33801	1156	6222373	199817
White	chrY	1900001	1950000	0.0001887563406033	39372	1372	7268630	212050
Common	chrY	1900001	1950000	0.0001058563354947	39372	764	7217329	263351
Common	chrY	1950001	2000000	7.374038565251429e-05	33776	456	6183857	233583
White	chrY	1950001	2000000	0.0001374893228939	33776	856	6225938	191502
Common	chrY	2000001	2050000	4.970699589929711e-05	43858	400	8047157	285863
White	chrY	2000001	2050000	0.0001446981419577	43858	1176	8127264	205756
Common	chrY	2050001	2100000	6.808613840768886e-05	43548	548	8048628	225492
White	chrY	2050001	2100000	0.0001205120631345	43548	980	8131966	142154
White	chrY	2100001	2150000	9.261151626629156e-05	44381	764	8249514	182876
Common	chrY	2100001	2150000	7.988997728772056e-05	44381	652	8161224	271166
Common	chrY	2150001	2200000	9.236331989331574e-05	46897	800	8661447	248983
White	chrY	2150001	2200000	0.0001155251537186	46897	1012	8759997	150433
Common	chrY	2200001	2250000	7.303183358036904e-05	42978	572	7832201	333619
White	chrY	2200001	2250000	0.0001130078178455	42978	896	7928655	237165
White	chrY	2250001	2300000	0.0001595969741968	46720	1396	8747033	129767
Common	chrY	2250001	2300000	9.701262901542792e-05	46720	832	8576203	300597
Common	chrY	2300001	2350000	7.18391594525123e-05	44060	588	8184951	186449
White	chrY	2300001	2350000	0.0001335691755491	44060	1096	8205486	165914
Common	chrY	2350001	2400000	0.0001394837639232	42472	1088	7800191	269489
White	chrY	2350001	2400000	0.000182882847496	42472	1448	7917637	152043
White	chrY	2400001	2450000	8.792859695478147e-05	43750	700	7961005	351495
Common	chrY	2400001	2450000	6.064109567524606e-05	43750	488	8047348	265152
White	chrY	2450001	2500000	9.46150936748859e-05	45585	796	8413034	248116
Common	chrY	2450001	2500000	6.067240068626696e-05	45585	508	8372835	288315
Common	chrY	2500001	2550000	6.216707809892056e-05	42811	488	7849814	284276
White	chrY	2500001	2550000	0.0001433701346126	42811	1136	7923547	210543
Common	chrY	2550001	2600000	9.121324499238422e-05	31440	528	5788633	184967
White	chrY	2550001	2600000	8.301661807450158e-05	31440	484	5830158	143442
Common	chrY	2600001	2650000	4.37390745507674e-05	43660	352	8047724	247676
White	chrY	2600001	2650000	0.0001097801441497	43660	884	8052458	242942
Common	chrY	2650001	2700000	0.0001115814975182	23208	472	4230092	179428
White	chrY	2650001	2700000	0.0002020042169543	23208	868	4296940	112580
Common	chrY	2700001	2750000	9.42701313865576e-05	33655	580	6152532	241918
White	chrY	2700001	2750000	0.000112926653016	33655	704	6234135	160315
Common	chrY	2750001	2800000	0.0001109438216801	38061	776	6994531	237059
White	chrY	2750001	2800000	0.0001971038757248	38061	1392	7062266	169324
Common	chrY	2800001	2850000	6.584183074641734e-05	45350	552	8383728	232772
White	chrY	2800001	2850000	0.0001785608210396	45350	1512	8467703	148797
Common	chrY	2850001	2900000	8.411128118107888e-05	33675	516	6134730	263520
White	chrY	2850001	2900000	0.0001537951940288	33675	956	6216059	182191
White	chrY	2900001	2950000	0.0001956200619349	44239	1604	8199568	205842
Common	chrY	2900001	2950000	0.0001203845722011	44239	980	8140578	264832
Common	chrY	2950001	3000000	0.0001492821895103	45329	1248	8360006	252504
White	chrY	2950001	3000000	0.0001672075055801	45329	1412	8444597	167913
Common	chrY	3000001	3050000	0.0001015833021353	44715	836	8229699	266151
White	chrY	3000001	3050000	0.0001938284535808	44715	1600	8254722	241128
Common	chrY	3050001	3100000	0.0001481055958907	44668	1220	8237366	249554
White	chrY	3050001	3100000	0.000146780627661	44668	1216	8284472	202448
White	chrY	3100001	3150000	0.0002188743458502	43936	1792	8187346	160494
Common	chrY	3100001	3150000	0.0001258274366228	43936	1012	8042761	305079
Common	chrY	3150001	3200000	9.130663849578696e-05	45630	744	8148367	521333
White	chrY	3150001	3200000	0.00011943799252	45630	1016	8506506	163194
Common	chrY	3200001	3250000	8.560897793581467e-05	46246	728	8503781	282959
White	chrY	3200001	3250000	0.0001454309262137	46246	1244	8553889	232851
Common	chrY	3250001	3300000	6.514526092543141e-05	47823	576	8841779	244591
White	chrY	3250001	3300000	9.948448439757272e-05	47823	888	8926015	160355
Common	chrY	3300001	3350000	6.986523658816942e-05	45232	548	7843672	750408
White	chrY	3300001	3350000	0.0001646256662865	45232	1380	8382654	211426
Common	chrY	3350001	3400000	0.0001019512480575	41804	784	7689950	252810
White	chrY	3350001	3400000	0.0001398071586405	41804	1088	7782148	160612
White	chrY	3400001	3450000	2.6675003912987702e-05	14020	68	2549203	114597
Common	chrY	3400001	3450000	2.8031390485445285e-05	14020	72	2568549	95251
Common	chrY	3450001	3500000	0.0001639400403055	39823	1192	7270951	295419
White	chrY	3450001	3500000	0.0001282716402002	39823	944	7359382	206988
White	chrY	3500001	3550000	0.0002026261152734	37486	1404	6929018	193322
Common	chrY	3500001	3550000	9.58090053250472e-05	37486	664	6930455	191885
White	chrY	3550001	3600000	0.000116962184518	46273	1004	8583971	207899
Common	chrY	3550001	3600000	4.92295805077117e-05	46273	420	8531456	260414
Common	chrY	3600001	3650000	7.050964929447098e-05	33246	432	6126821	189919
White	chrY	3600001	3650000	0.0001381265199645	33246	844	6110340	206400
White	chrY	3650001	3700000	0.0001034125569271	38077	720	6962404	272226
Common	chrY	3650001	3700000	8.782979980767601e-05	38077	604	6876937	357693
Common	chrY	3700001	3750000	5.219225137739376e-05	44882	428	8200451	327129
White	chrY	3700001	3750000	8.803888830807678e-05	44882	736	8359942	167638
Common	chrY	3750001	3800000	3.3318789873041047e-05	37879	232	6963038	233972
White	chrY	3750001	3800000	0.0001509542945998	37879	1060	7021993	175017
Common	chrY	3800001	3850000	5.5789597142051095e-05	42664	440	7886775	219385
White	chrY	3800001	3850000	0.0001444191528579	42664	1144	7921387	184773
Common	chrY	3850001	3900000	6.13197785176769e-05	37021	416	6784108	249882
White	chrY	3850001	3900000	0.0001563085974977	37021	1072	6858228	175762
White	chrY	3900001	3950000	0.0001590223141826	41633	1224	7697033	213237
Common	chrY	3900001	3950000	4.5602025358919386e-05	41633	348	7631240	279030
Common	chrY	3950001	4000000	6.396662855951308e-05	42977	508	7941641	223989
White	chrY	3950001	4000000	0.0001307506838554	42977	1024	7831699	333931
Common	chrY	4000001	4050000	0.0001069409651498	42504	840	7854801	220959
White	chrY	4000001	4050000	8.998680747386452e-05	42504	704	7823369	252391
White	chrY	4050001	4100000	0.0001116710035096	43757	912	8166847	146983
Common	chrY	4050001	4100000	7.351158165101585e-05	43757	596	8107566	206264
White	chrY	4100001	4150000	0.0001591339233255	33440	984	6183471	170129
Common	chrY	4100001	4150000	8.988317319749383e-05	33440	548	6096803	256797
Common	chrY	4150001	4200000	0.0002197339997858	39056	1584	7208716	211924
White	chrY	4150001	4200000	0.0001321015149333	39056	936	7085460	335180
White	chrY	4200001	4250000	0.0002184997741243	36939	1496	6846689	171721
Common	chrY	4200001	4250000	6.352944913497008e-05	36939	432	6799996	218414
Common	chrY	4250001	4300000	0.0001244123245613	8034	180	1446802	79658
White	chrY	4250001	4300000	0.0001658237293756	8034	244	1471442	55018
Common	chrY	4300001	4350000	8.192558449218114e-05	15858	236	2880663	132357
White	chrY	4300001	4350000	0.0001298199499783	15858	380	2927131	85889
Common	chrY	4350001	4400000	5.484807577138136e-05	43977	444	8095088	260542
White	chrY	4350001	4400000	0.0001667171721629	43977	1360	8157528	198102
Common	chrY	4400001	4450000	9.451893322589855e-05	41656	724	7659841	254799
White	chrY	4400001	4450000	0.0001693938955125	41656	1316	7768875	145765
Common	chrY	4450001	4500000	0.0001840140487468	46166	1572	8542826	228714
White	chrY	4450001	4500000	0.0001534895394676	46166	1324	8625995	145545
White	chrY	4500001	4550000	0.0001981447184323	42527	1568	7913408	166722
Common	chrY	4500001	4550000	0.000104705343203	42527	820	7831501	248629
Common	chrY	4550001	4600000	0.0001194660603895	41369	908	7600485	259625
White	chrY	4550001	4600000	0.0001410881867302	41369	1088	7711489	148621
Common	chrY	4600001	4650000	0.000115992260957	43978	944	8138474	217346
White	chrY	4600001	4650000	0.0001877419387085	43978	1540	8202749	153071
Common	chrY	4650001	4700000	0.0001081050694791	40219	800	7400208	241402
White	chrY	4650001	4700000	0.0002126334981736	40219	1580	7430626	210984
Common	chrY	4700001	4750000	8.747467847246796e-05	39963	640	7316403	276567
White	chrY	4700001	4750000	0.000220845820594	39963	1636	7407883	185087
Common	chrY	4750001	4800000	9.705200260384816e-05	38345	680	7006553	278997
White	chrY	4750001	4800000	0.0001311363584558	38345	932	7107106	178444
Common	chrY	4800001	4850000	5.914952324965405e-05	42378	456	7709276	342544
White	chrY	4800001	4850000	0.0001593625498007	42378	1256	7881400	170420
White	chrY	4850001	4900000	0.0001498157999294	41928	1164	7769541	196779
Common	chrY	4850001	4900000	9.28090426419536e-05	41928	708	7628567	337753
Common	chrY	4900001	4950000	0.0001646315638538	41438	1240	7531970	341250
White	chrY	4900001	4950000	0.0001014738023672	41438	776	7647294	225926
Common	chrY	4950001	5000000	7.584808762783314e-05	37199	508	6697598	370212
White	chrY	4950001	5000000	0.000142125769854	37199	968	6810869	256941
Common	chrY	5000001	5050000	0.0001390726528528	29023	728	5234674	279696
White	chrY	5000001	5050000	0.0001849368196216	29023	968	5234220	280150
Common	chrY	5050001	5100000	9.650114422785298e-05	33497	588	6093192	271238
White	chrY	5050001	5100000	0.0001421777037842	33497	868	6105036	259394
White	chrY	5100001	5150000	0.0001371559340123	40159	1016	7407627	222583
Common	chrY	5100001	5150000	3.4425481741585123e-05	40159	244	7087773	542437
White	chrY	5150001	5200000	0.0001109757355765	43413	896	8073837	174633
Common	chrY	5150001	5200000	7.0091478140408e-05	43413	560	7989559	258911
White	chrY	5200001	5250000	0.0001077057865651	44694	900	8356097	135763
Common	chrY	5200001	5250000	0.0001200280895004	44694	984	8198081	293779
Common	chrY	5250001	5300000	0.0001608256044259	17859	520	3233316	159894
White	chrY	5250001	5300000	0.0003734807763363	17859	1216	3255857	137353
Common	chrY	5300001	5350000	0.0001227618758362	18762	424	3453841	110939
White	chrY	5300001	5350000	0.0001954955059169	18762	676	3457880	106900
White	chrY	5350001	5400000	0.0001434418405937	34647	928	6469521	113409
Common	chrY	5350001	5400000	0.0001403458865281	34647	892	6355726	227204
Common	chrY	5400001	5450000	0.0001922417339105	36397	1260	6554248	361182
White	chrY	5400001	5450000	0.0002380193592039	36397	1608	6755753	159677
Common	chrY	5450001	5500000	0.0001847830054385	38183	1296	7013632	241138
White	chrY	5450001	5500000	9.364251911915108e-05	38183	664	7090796	163974
Common	chrY	5500001	5550000	0.0001399132146071	36357	928	6632683	275147
White	chrY	5500001	5550000	0.0001249694609581	36357	844	6753650	154180
Common	chrY	5550001	5600000	4.440162565451928e-05	23860	192	4324166	209234
White	chrY	5550001	5600000	7.71465575844596e-05	23860	340	4407196	126204
Common	chrY	5600001	5650000	1.3716633729351436e-05	36910	92	6707185	305715
White	chrY	5600001	5650000	8.947469145485994e-05	36910	612	6839923	172977
Common	chrY	5650001	5700000	7.082691015809835e-05	45289	592	8358405	246505
White	chrY	5650001	5700000	0.0001329865404129	45289	1104	8301592	303318
White	chrY	5700001	5750000	5.9963117231710025e-05	39667	440	7337844	198886
Common	chrY	5700001	5750000	5.357110065554183e-05	39667	388	7242711	294019
White	chrY	5750001	5800000	8.603612644011456e-05	34706	532	6183449	410691
Common	chrY	5750001	5800000	5.665252504238317e-05	34706	360	6354527	239613
White	chrY	5800001	5850000	0.0001474853976062	33970	936	6346391	107909
Common	chrY	5800001	5850000	2.706763283078299e-05	33970	168	6206675	247625
White	chrY	5850001	5900000	0.000141219352233	37829	992	7024533	162977
Common	chrY	5850001	5900000	5.674294346492099e-05	37829	392	6908348	279162
White	chrY	5900001	5950000	0.0001348566066565	35897	860	6377144	443286
Common	chrY	5900001	5950000	8.754513479988541e-05	35897	580	6625154	195276
White	chrY	5950001	6000000	0.0001724395127352	31650	1008	5845528	167972
Common	chrY	5950001	6000000	5.369895436776452e-05	31650	312	5810169	203331
Common	chrY	6000001	6050000	7.116562148012554e-05	46395	608	8543451	271599
White	chrY	6000001	6050000	0.000130448629954	46395	1128	8647082	167968
Common	chrY	6050001	6100000	8.346233882338968e-05	47156	728	8722497	237143
White	chrY	6050001	6100000	8.413153123593426e-05	47156	740	8795751	163889
Common	chrY	6100001	6150000	6.211645515366641e-05	42036	480	7727421	259419
White	chrY	6100001	6150000	0.0001645559512592	42036	1288	7827125	159715
Common	chrY	6150001	6200000	7.660533414402285e-05	35728	508	6631392	156928
White	chrY	6150001	6200000	0.000217350757619	35728	1304	5999519	788801
Common	chrY	6200001	6250000	4.643588461972557e-05	32778	288	6202100	25720
White	chrY	6200001	6250000	0.0001126906211573	32778	476	4223954	2003866
Common	chrY	6250001	6300000	5.377061195915835e-05	42556	412	7662178	423462
White	chrY	6250001	6300000	0.0001892394299885	42556	1492	7884192	201448
White	chrY	6300001	6350000	0.0001996728561777	46629	1724	8634123	225387
Common	chrY	6300001	6350000	8.500886229066422e-05	46629	728	8563813	295697
White	chrY	6350001	6400000	0.0001206924454758	39377	880	7291260	190370
Common	chrY	6350001	6400000	7.206215057936456e-05	39377	524	7271501	210129
Common	chrY	6400001	6450000	9.286418420737396e-05	39576	676	7279448	239992
White	chrY	6400001	6450000	9.783922080844549e-05	39576	720	7359012	160428
Common	chrY	6450001	6500000	5.117176889692016e-05	42486	396	7738642	333698
White	chrY	6450001	6500000	0.000160498243253	42486	1268	7900398	171942
Common	chrY	6500001	6550000	6.265357191311033e-05	46262	532	8491136	298644
White	chrY	6500001	6550000	0.0001496190848196	46262	1256	8394651	395129
Common	chrY	6550001	6600000	8.791485565034123e-05	45616	740	8417235	249805
White	chrY	6550001	6600000	0.0001234989651678	45616	1052	8518290	148750
Common	chrY	6600001	6650000	9.577907133453736e-05	33758	592	6180891	233129
White	chrY	6600001	6650000	0.0001774962269633	33758	1072	6039565	374455
Common	chrY	6650001	6700000	0.0001030084247002	18710	356	3456028	98872
White	chrY	6650001	6700000	0.0001026289441874	18710	356	3468807	86093
White	chrY	6700001	6750000	0.0001450068789228	42513	1140	7861696	215774
Common	chrY	6700001	6750000	6.378165244229514e-05	42513	500	7839245	238225
White	chrY	6750001	6800000	0.0001558696531734	38966	1128	7236816	166724
Common	chrY	6750001	6800000	6.715025106499599e-05	38966	480	7148149	255391
Common	chrY	6800001	6850000	7.049513519089926e-05	38026	492	6979205	245735
White	chrY	6800001	6850000	0.0001345537775549	38026	952	7075238	149702
Common	chrY	6850001	6900000	5.9577509350585366e-05	46599	512	8593847	259963
White	chrY	6850001	6900000	0.0001712040704454	46599	1496	8738110	115700
White	chrY	6900001	6950000	0.0001282089957464	42703	1020	7955760	157810
Common	chrY	6900001	6950000	0.000111606548362	42703	880	7884842	228728
White	chrY	6950001	7000000	0.0001463707744553	40282	1084	7405850	247730
Common	chrY	6950001	7000000	9.505700855053996e-05	40282	704	7406082	247498
White	chrY	7000001	7050000	0.0001770080001575	40837	1348	7615475	143555
Common	chrY	7000001	7050000	0.0001197397531303	40837	896	7482895	276135
Common	chrY	7050001	7100000	4.207716589490938e-05	44826	348	8270519	246421
White	chrY	7050001	7100000	0.0001161252707381	44826	964	8301380	215560
White	chrY	7100001	7150000	0.000113391706814	47690	1008	8889539	171561
Common	chrY	7100001	7150000	5.583801799550368e-05	47690	492	8811201	249899
White	chrY	7150001	7200000	9.205518398478788e-05	48518	832	9038057	180363
Common	chrY	7150001	7200000	7.088920363001765e-05	48518	636	8971747	246673
Common	chrY	7200001	7250000	5.599498702505989e-05	45797	472	8429326	272104
White	chrY	7200001	7250000	8.004741053648617e-05	45797	684	8544936	156494
Common	chrY	7250001	7300000	1.037433780745863e-05	19306	36	3470101	198039
White	chrY	7250001	7300000	0.0001026579381096	19306	364	3545756	122384
White	chrY	7300001	7350000	0.0	1215	0	209687	21163
Common	chrY	7300001	7350000	0.0002785806316815	1215	56	201019	29831
Common	chrY	7350001	7400000	6.05771538256969e-05	32841	364	6008866	230924
White	chrY	7350001	7400000	0.000109820899314	32841	664	6046208	193582
Common	chrY	7400001	7450000	3.399723074795811e-05	43123	268	7882995	310375
White	chrY	7400001	7450000	0.0001651831075893	43123	1328	8039563	153807
Common	chrY	7450001	7500000	3.802732009433311e-05	42832	300	7889065	249015
White	chrY	7450001	7500000	0.0001193037174386	42832	952	7979634	158446
Common	chrY	7500001	7550000	3.650868756499632e-05	48501	328	8984163	231027
White	chrY	7500001	7550000	0.0001138872225157	48501	1032	9061596	153594
Common	chrY	7550001	7600000	2.869756118559191e-05	47768	252	8781234	294686
White	chrY	7550001	7600000	0.0001123317200626	47768	1000	8902205	173715
White	chrY	7600001	7650000	0.0001281411704864	44016	1048	8178480	184560
Common	chrY	7600001	7650000	7.334890807966529e-05	44016	596	8125547	237493
Common	chrY	7650001	7700000	6.49767947531472e-05	46486	556	8556901	275439
White	chrY	7650001	7700000	0.0001254232889753	46486	1072	8547057	285283
White	chrY	7700001	7750000	0.0001213233225243	41778	940	7747892	189928
Common	chrY	7700001	7750000	5.770942705586909e-05	41778	444	7693717	244103
White	chrY	7750001	7800000	0.0001561675705623	39046	1132	7248624	170116
Common	chrY	7750001	7800000	4.744091826641397e-05	39046	340	7166809	251931
Common	chrY	7800001	7850000	0.0001227657590952	45431	1024	8341088	290802
White	chrY	7800001	7850000	0.0001898364038861	45431	1612	8491522	140368
Common	chrY	7850001	7900000	5.237998139150142e-05	32277	308	5880109	252521
White	chrY	7850001	7900000	0.0002050321959368	32277	1220	5950285	182345
White	chrY	7900001	7950000	0.0001540485515947	40260	1148	7452196	197204
Common	chrY	7900001	7950000	8.351250357285348e-05	40260	620	7424038	225362
Common	chrY	7950001	8000000	0.0001013835268489	40891	764	7535741	233549
White	chrY	7950001	8000000	0.0001258007018106	40891	960	7631118	138172
Common	chrY	8000001	8050000	4.838944039107367e-05	39946	356	7356977	232763
White	chrY	8000001	8050000	0.0001413474828842	39946	1044	7386053	203687
White	chrY	8050001	8100000	0.0001181168042661	46182	1016	8601655	172925
Common	chrY	8050001	8100000	6.785408967554083e-05	46182	576	8488803	285777
White	chrY	8100001	8150000	0.0001192691079808	46872	1048	8786852	118828
Common	chrY	8100001	8150000	9.66781346670907e-05	46872	836	8647250	258430
Common	chrY	8150001	8200000	6.084307440054946e-05	41682	468	7691919	227661
White	chrY	8150001	8200000	0.0001191347874739	41682	924	7755921	163659
Common	chrY	8200001	8250000	6.195489757802197e-05	44227	500	8070387	332743
White	chrY	8200001	8250000	0.0001478123948498	44227	1212	8199583	203547
Common	chrY	8250001	8300000	6.281585532012904e-05	29124	336	5348968	184592
White	chrY	8250001	8300000	0.0001636692422354	29124	884	5401137	132423
White	chrY	8300001	8350000	0.0001321478110317	35123	856	6477595	195775
Common	chrY	8300001	8350000	3.8000654732592194e-05	35123	244	6420942	252428
Common	chrY	8350001	8400000	0.0001080187181007	12910	252	2332929	119971
White	chrY	8350001	8400000	7.489661436821876e-05	12910	172	2296499	156401
Common	chrY	8400001	8450000	5.859420299880248e-05	40139	432	7372743	253667
White	chrY	8400001	8450000	0.0001323587745998	40139	984	7434339	192071
Common	chrY	8450001	8500000	5.6671054330767776e-05	33621	348	6140701	247289
White	chrY	8450001	8500000	0.0001244951608923	33621	776	6233174	154816
White	chrY	8500001	8550000	9.833193792924308e-05	38067	692	7037388	195342
Common	chrY	8500001	8550000	8.21735300958399e-05	38067	572	6960879	271851
Common	chrY	8550001	8600000	7.96524465062259e-05	43716	640	8034907	271133
White	chrY	8550001	8600000	0.0001460577831945	43716	1196	8188540	117500
Common	chrY	8600001	8650000	7.630723211638477e-05	44110	620	8125049	255851
White	chrY	8600001	8650000	0.0001184196676062	44110	972	8208096	172804
Common	chrY	8650001	8700000	0.0001583517343913	34652	1008	6365576	218304
White	chrY	8650001	8700000	0.0001405429799952	34652	900	6403735	180145
White	chrY	8700001	8750000	0.0001507756918261	40673	1136	7534371	193499
Common	chrY	8700001	8750000	9.703080350669324e-05	40673	720	7420324	307546
White	chrY	8750001	8800000	0.0001326505554088	45468	1116	8413082	225838
Common	chrY	8750001	8800000	4.197893969069393e-05	45468	352	8385157	253763
White	chrY	8800001	8850000	0.0001176196870594	41622	912	7753804	154376
Common	chrY	8800001	8850000	7.60883599531848e-05	41622	584	7675287	232893
White	chrY	8850001	8900000	5.185722859469588e-05	38486	368	7096407	215933
Common	chrY	8850001	8900000	5.470480560348162e-05	38486	384	7019493	292847
Common	chrY	8900001	8950000	5.736792791490386e-05	38116	400	6972537	269503
White	chrY	8900001	8950000	0.0001294777293247	38116	896	6920109	321931
Common	chrY	8950001	9000000	6.982620954705833e-05	46468	600	8592762	236158
White	chrY	8950001	9000000	0.0001154688868371	46468	972	8417852	411068
White	chrY	9000001	9050000	0.0001090960786476	22406	452	4143137	114003
Common	chrY	9000001	9050000	5.091854509422731e-05	22406	200	3927842	329298
Common	chrY	9050001	9100000	7.834850145676957e-05	30033	428	5462772	243498
White	chrY	9050001	9100000	0.0001006051941383	30033	560	5566313	139957
Common	chrY	9100001	9150000	6.000961775765684e-05	40173	444	7398814	234056
White	chrY	9100001	9150000	0.0001726811456053	40173	1288	7458834	174036
White	chrY	9150001	9200000	9.79222796306698e-05	35980	648	6617493	218707
Common	chrY	9150001	9200000	6.966338377970605e-05	35980	456	6545763	290437
Common	chrY	9200001	9250000	8.02224400354751e-05	46345	688	8576154	229396
White	chrY	9200001	9250000	0.0001459970193045	46345	1264	8657711	147839
Common	chrY	9250001	9300000	7.882498869644766e-05	44744	644	8169998	331362
White	chrY	9250001	9300000	0.0001275443081614	44744	1064	8342199	159161
Common	chrY	9300001	9350000	5.706173825339114e-05	32382	336	5888359	264221
White	chrY	9300001	9350000	0.0001271909051808	32382	760	5975270	177310
Common	chrY	9350001	9400000	7.039038880104791e-05	41409	532	7557850	309860
White	chrY	9350001	9400000	0.0001812427602845	41409	1360	7503748	363962
White	chrY	9400001	9450000	0.0001168243327112	47686	1040	8902255	158085
Common	chrY	9400001	9450000	0.0001241053081272	47686	1092	8798979	261361
Common	chrY	9450001	9500000	0.000127860062923	39677	932	7289219	249411
White	chrY	9450001	9500000	0.0001864920330548	39677	1368	7335434	203196
White	chrY	9500001	9550000	0.0001880297931288	39442	1372	7296716	197264
Common	chrY	9500001	9550000	7.976416395523901e-05	39442	576	7221288	272692
Common	chrY	9550001	9600000	0.0001237491954248	40131	904	7305098	319792
White	chrY	9550001	9600000	0.0001549676585445	40131	1156	7459621	165269
White	chrY	9600001	9650000	0.0001254886148654	41768	976	7777598	158322
