chromosome	pos	avg_wc_fst	avg_dxy	white_pi	common_pi	dataset
I	9325000.5	0.0117098236465181	NA	NA	NA	Fst
I	9375000.5	0.0707465361003509	NA	NA	NA	Fst
I	9425000.5	0.0413939336709415	NA	NA	NA	Fst
I	9475000.5	0.0210421846341109	NA	NA	NA	Fst
I	9525000.5	0.0383850142589281	NA	NA	NA	Fst
I	9575000.5	0.0033005943472107	NA	NA	NA	Fst
I	9625000.5	0.0178790170633363	NA	NA	NA	Fst
I	9675000.5	0.0362653089130821	NA	NA	NA	Fst
I	9725000.5	0.0094900040612598	NA	NA	NA	Fst
I	9775000.5	0.0300118918965469	NA	NA	NA	Fst
I	9825000.5	0.0368361051658859	NA	NA	NA	Fst
I	9875000.5	0.0915143310047614	NA	NA	NA	Fst
I	9925000.5	0.0260030198247407	NA	NA	NA	Fst
I	10025000.5	0.0068843285435011	NA	NA	NA	Fst
I	10075000.5	0.0061710798419985	NA	NA	NA	Fst
I	10125000.5	0.0125721889806604	NA	NA	NA	Fst
I	10175000.5	0.0215487034112614	NA	NA	NA	Fst
I	10225000.5	0.0187645979812891	NA	NA	NA	Fst
I	10275000.5	0.0014139357768059	NA	NA	NA	Fst
I	10325000.5	0.0602669190209116	NA	NA	NA	Fst
I	10375000.5	0.0039026663487394	NA	NA	NA	Fst
I	10425000.5	0.0534402388901716	NA	NA	NA	Fst
I	10475000.5	0.030244384249516	NA	NA	NA	Fst
I	10525000.5	0.0332904685834777	NA	NA	NA	Fst
I	10575000.5	0.0035381296065678	NA	NA	NA	Fst
I	10625000.5	0.0223910942525978	NA	NA	NA	Fst
I	10675000.5	0.014705292055638	NA	NA	NA	Fst
I	10725000.5	0.0301425958518817	NA	NA	NA	Fst
I	10775000.5	0.0140247547914776	NA	NA	NA	Fst
I	10825000.5	0.0209805007116194	NA	NA	NA	Fst
I	10875000.5	0.0306291214235353	NA	NA	NA	Fst
I	10925000.5	0.0111660474110123	NA	NA	NA	Fst
I	10975000.5	0.0511088075509118	NA	NA	NA	Fst
I	11025000.5	0.0681440243383681	NA	NA	NA	Fst
I	11075000.5	0.0067423302671632	NA	NA	NA	Fst
I	11125000.5	0.0621208507546209	NA	NA	NA	Fst
I	11175000.5	0.0242204916248461	NA	NA	NA	Fst
I	11225000.5	0.0392692095856285	NA	NA	NA	Fst
I	11275000.5	0.0063682987934205	NA	NA	NA	Fst
I	11325000.5	0.0316126554725672	NA	NA	NA	Fst
I	11375000.5	0.0072011483552199	NA	NA	NA	Fst
I	11425000.5	0.0085116734909767	NA	NA	NA	Fst
I	11475000.5	0.0853624458087864	NA	NA	NA	Fst
I	11525000.5	0.0245716224804507	NA	NA	NA	Fst
I	11575000.5	0.0225522295192777	NA	NA	NA	Fst
I	11625000.5	0.0550435568747285	NA	NA	NA	Fst
I	11675000.5	0.0650135478987729	NA	NA	NA	Fst
I	11725000.5	0.0852509826859793	NA	NA	NA	Fst
I	11775000.5	0.168526734369959	NA	NA	NA	Fst
I	11825000.5	0.0382980914331973	NA	NA	NA	Fst
I	11875000.5	0.0209575014046524	NA	NA	NA	Fst
I	11925000.5	0.0207251062817556	NA	NA	NA	Fst
I	11975000.5	0.0916545139363056	NA	NA	NA	Fst
I	12025000.5	0.0615926300885312	NA	NA	NA	Fst
I	12075000.5	0.0403469806708317	NA	NA	NA	Fst
I	12125000.5	0.0775517529314142	NA	NA	NA	Fst
I	12175000.5	0.283343430101619	NA	NA	NA	Fst
I	12225000.5	0.265406443470813	NA	NA	NA	Fst
I	12275000.5	0.122103302327297	NA	NA	NA	Fst
I	12325000.5	0.007562097974124	NA	NA	NA	Fst
I	12375000.5	0.0193512010748393	NA	NA	NA	Fst
I	12475000.5	0.0196570372770153	NA	NA	NA	Fst
I	12525000.5	0.0181632703812951	NA	NA	NA	Fst
I	12575000.5	0.0612425747726385	NA	NA	NA	Fst
I	12625000.5	0.056498563227384	NA	NA	NA	Fst
I	12675000.5	0.0162497609051985	NA	NA	NA	Fst
I	12725000.5	0.0020967166532627	NA	NA	NA	Fst
I	12775000.5	0.0700597838405375	NA	NA	NA	Fst
I	12875000.5	0.0193847401089734	NA	NA	NA	Fst
I	12925000.5	0.0050417619335094	NA	NA	NA	Fst
I	12975000.5	0.0200352839478053	NA	NA	NA	Fst
I	13025000.5	0.0445873094920776	NA	NA	NA	Fst
I	13075000.5	0.0736441818458541	NA	NA	NA	Fst
I	13125000.5	0.0217863781704108	NA	NA	NA	Fst
I	13175000.5	0.046597939942172	NA	NA	NA	Fst
I	13225000.5	0.0446928200567145	NA	NA	NA	Fst
I	13275000.5	0.0376715749812854	NA	NA	NA	Fst
I	13325000.5	0.0213841335476211	NA	NA	NA	Fst
I	13375000.5	0.0373036292196318	NA	NA	NA	Fst
I	13425000.5	0.0380530105788467	NA	NA	NA	Fst
I	13475000.5	0.0260751397533011	NA	NA	NA	Fst
I	13525000.5	0.0438041851541695	NA	NA	NA	Fst
I	13575000.5	0.0315282960629078	NA	NA	NA	Fst
I	13625000.5	0.0563691868419226	NA	NA	NA	Fst
I	13675000.5	0.0482120218167619	NA	NA	NA	Fst
I	13725000.5	0.0205614064088373	NA	NA	NA	Fst
I	13775000.5	0.0118328567153501	NA	NA	NA	Fst
I	13825000.5	0.006429711534897	NA	NA	NA	Fst
I	13875000.5	0.069586592842233	NA	NA	NA	Fst
I	13925000.5	0.0298327877465514	NA	NA	NA	Fst
I	13975000.5	0.0237271029841837	NA	NA	NA	Fst
I	14025000.5	0.0465628602318412	NA	NA	NA	Fst
I	14075000.5	0.0390521478482764	NA	NA	NA	Fst
I	14125000.5	0.0356174020410323	NA	NA	NA	Fst
I	14175000.5	0.0147836408553076	NA	NA	NA	Fst
I	14225000.5	0.0731875022673425	NA	NA	NA	Fst
I	14275000.5	0.0646644413201422	NA	NA	NA	Fst
I	14325000.5	0.0263209679320069	NA	NA	NA	Fst
I	14375000.5	0.0113544624993535	NA	NA	NA	Fst
I	14425000.5	0.077610552327251	NA	NA	NA	Fst
I	14475000.5	0.0862994424723092	NA	NA	NA	Fst
I	14525000.5	0.0917997949904119	NA	NA	NA	Fst
I	14575000.5	0.0190438745249617	NA	NA	NA	Fst
I	14625000.5	0.0227536778790453	NA	NA	NA	Fst
I	14675000.5	0.0407466986302277	NA	NA	NA	Fst
I	14725000.5	0.0522120441607448	NA	NA	NA	Fst
I	14775000.5	0.0111288356106085	NA	NA	NA	Fst
I	14825000.5	0.0175050422325672	NA	NA	NA	Fst
I	14875000.5	0.001592316161289	NA	NA	NA	Fst
I	14925000.5	0.020361332263985	NA	NA	NA	Fst
I	14975000.5	0.0748995806891554	NA	NA	NA	Fst
I	15025000.5	0.117142964751918	NA	NA	NA	Fst
I	15075000.5	0.0995830452236054	NA	NA	NA	Fst
I	15125000.5	0.02633202037319	NA	NA	NA	Fst
I	15175000.5	0.0268744963474061	NA	NA	NA	Fst
I	15225000.5	0.0158914485583494	NA	NA	NA	Fst
I	15275000.5	0.0073735690988879	NA	NA	NA	Fst
I	15325000.5	0.0106012435462859	NA	NA	NA	Fst
I	15375000.5	0.0581097313247195	NA	NA	NA	Fst
I	15425000.5	0.0116703452061997	NA	NA	NA	Fst
I	15475000.5	0.0267664001240581	NA	NA	NA	Fst
I	15525000.5	0.0268751351429201	NA	NA	NA	Fst
I	15575000.5	0.0837801135686309	NA	NA	NA	Fst
I	15625000.5	0.105576760220922	NA	NA	NA	Fst
I	15675000.5	0.186504873567352	NA	NA	NA	Fst
I	15725000.5	0.111002067560309	NA	NA	NA	Fst
I	15825000.5	0.0365902297831515	NA	NA	NA	Fst
I	15875000.5	0.01690227511383	NA	NA	NA	Fst
I	15925000.5	0.016820407527338	NA	NA	NA	Fst
I	15975000.5	0.0220231366988268	NA	NA	NA	Fst
I	16025000.5	0.0046820266065548	NA	NA	NA	Fst
I	16075000.5	0.0277180048190916	NA	NA	NA	Fst
I	16125000.5	0.0295101460062092	NA	NA	NA	Fst
I	16175000.5	0.0303537842522001	NA	NA	NA	Fst
I	16225000.5	0.0113472949914509	NA	NA	NA	Fst
I	16275000.5	0.0048611936477871	NA	NA	NA	Fst
I	16325000.5	0.0030220995838485	NA	NA	NA	Fst
I	16375000.5	0.014360497555216	NA	NA	NA	Fst
I	16425000.5	0.0148745218424605	NA	NA	NA	Fst
I	16475000.5	0.0078473573748341	NA	NA	NA	Fst
I	16525000.5	0.0023778547964605	NA	NA	NA	Fst
I	16675000.5	0.0009175944887898	NA	NA	NA	Fst
I	16725000.5	0.0660674118322326	NA	NA	NA	Fst
I	16775000.5	0.0527241774278033	NA	NA	NA	Fst
I	16825000.5	0.0122319470593369	NA	NA	NA	Fst
I	16875000.5	0.0169304243891695	NA	NA	NA	Fst
I	16925000.5	0.0098828651469446	NA	NA	NA	Fst
I	16975000.5	0.0106721817050392	NA	NA	NA	Fst
I	17025000.5	0.0233622258404015	NA	NA	NA	Fst
I	17075000.5	0.0116022502877192	NA	NA	NA	Fst
I	17175000.5	0.010224867849604	NA	NA	NA	Fst
I	17225000.5	0.0318943189499359	NA	NA	NA	Fst
I	17275000.5	0.0542171612434101	NA	NA	NA	Fst
I	17325000.5	0.0353268980028515	NA	NA	NA	Fst
I	17375000.5	0.0590013279506933	NA	NA	NA	Fst
I	17425000.5	0.021055694539379	NA	NA	NA	Fst
I	17475000.5	0.0072446135100572	NA	NA	NA	Fst
I	17575000.5	0.022240521127422	NA	NA	NA	Fst
I	17625000.5	0.0222421731236495	NA	NA	NA	Fst
I	17675000.5	0.0136491468421596	NA	NA	NA	Fst
I	17725000.5	0.0160636777222876	NA	NA	NA	Fst
I	17775000.5	0.0090453202759371	NA	NA	NA	Fst
I	17875000.5	0.0064075247021496	NA	NA	NA	Fst
I	17925000.5	0.0804967945959075	NA	NA	NA	Fst
I	17975000.5	0.15169764265765	NA	NA	NA	Fst
I	18025000.5	0.0587550335880526	NA	NA	NA	Fst
I	18075000.5	0.0966849723136384	NA	NA	NA	Fst
I	18125000.5	0.0596169096953983	NA	NA	NA	Fst
I	18175000.5	0.0355016182253689	NA	NA	NA	Fst
I	18225000.5	0.0801481551436181	NA	NA	NA	Fst
I	18275000.5	0.0078319521358784	NA	NA	NA	Fst
I	18325000.5	0.0786264091501244	NA	NA	NA	Fst
I	18375000.5	0.0755698015782879	NA	NA	NA	Fst
I	18425000.5	0.002697542383606	NA	NA	NA	Fst
I	18475000.5	0.0069802633369727	NA	NA	NA	Fst
I	18525000.5	0.000800962370047	NA	NA	NA	Fst
I	18575000.5	0.0088432923760137	NA	NA	NA	Fst
I	18625000.5	0.0177020249452932	NA	NA	NA	Fst
I	18675000.5	0.0156994324569547	NA	NA	NA	Fst
I	18725000.5	0.0172349121052133	NA	NA	NA	Fst
I	18775000.5	0.0286049798649703	NA	NA	NA	Fst
I	18825000.5	0.0145455431488316	NA	NA	NA	Fst
I	18875000.5	0.0172709224367811	NA	NA	NA	Fst
I	18925000.5	0.0132343815505237	NA	NA	NA	Fst
I	18975000.5	0.0136526261597499	NA	NA	NA	Fst
I	19025000.5	0.0167122566273557	NA	NA	NA	Fst
I	19125000.5	0.0552076971418339	NA	NA	NA	Fst
I	19175000.5	0.0155862334741414	NA	NA	NA	Fst
I	19225000.5	0.0131542897003301	NA	NA	NA	Fst
I	19275000.5	0.0290886691812387	NA	NA	NA	Fst
I	19325000.5	0.0096974303508671	NA	NA	NA	Fst
I	19375000.5	0.0917261415881001	NA	NA	NA	Fst
I	19425000.5	0.222628502817763	NA	NA	NA	Fst
I	19475000.5	0.214001898775884	NA	NA	NA	Fst
I	19525000.5	0.0144860146921109	NA	NA	NA	Fst
I	19675000.5	0.0035928276384229	NA	NA	NA	Fst
I	19725000.5	0.0680054994696111	NA	NA	NA	Fst
I	19775000.5	0.0342338719413152	NA	NA	NA	Fst
I	19825000.5	0.02028977868898	NA	NA	NA	Fst
I	19975000.5	0.0176417539169462	NA	NA	NA	Fst
I	20025000.5	0.0321163550545893	NA	NA	NA	Fst
I	20075000.5	0.0039206941958542	NA	NA	NA	Fst
I	20125000.5	0.0069671210313649	NA	NA	NA	Fst
I	20175000.5	0.103541270079565	NA	NA	NA	Fst
I	20225000.5	0.104377604617199	NA	NA	NA	Fst
I	20275000.5	0.0849919706023788	NA	NA	NA	Fst
I	20325000.5	0.0662661214621762	NA	NA	NA	Fst
I	20375000.5	0.108518824520054	NA	NA	NA	Fst
I	20425000.5	0.0958157563574437	NA	NA	NA	Fst
I	20475000.5	0.0895932838001035	NA	NA	NA	Fst
I	20525000.5	0.0127454753141603	NA	NA	NA	Fst
I	20625000.5	0.0235540243736074	NA	NA	NA	Fst
I	20675000.5	0.006965962861557	NA	NA	NA	Fst
I	20725000.5	0.0199331607776503	NA	NA	NA	Fst
I	20825000.5	0.0010404675517933	NA	NA	NA	Fst
I	20875000.5	0.0268060613799346	NA	NA	NA	Fst
I	20925000.5	0.0085732106158505	NA	NA	NA	Fst
I	20975000.5	0.016140917051806	NA	NA	NA	Fst
I	21025000.5	0.0374320503788769	NA	NA	NA	Fst
I	21075000.5	0.0176323169450838	NA	NA	NA	Fst
I	21125000.5	0.0341977261258866	NA	NA	NA	Fst
I	21175000.5	0.0160071096819133	NA	NA	NA	Fst
I	21225000.5	0.0077679274608788	NA	NA	NA	Fst
I	21325000.5	0.0159276681644304	NA	NA	NA	Fst
I	21375000.5	0.0222017062729958	NA	NA	NA	Fst
I	21425000.5	0.0127340626057518	NA	NA	NA	Fst
I	21475000.5	0.0213476372395903	NA	NA	NA	Fst
I	21525000.5	0.0368285479092794	NA	NA	NA	Fst
I	21575000.5	0.0925404876970148	NA	NA	NA	Fst
I	21625000.5	0.126072136089852	NA	NA	NA	Fst
I	21675000.5	0.101465384039211	NA	NA	NA	Fst
I	21725000.5	0.173506233546544	NA	NA	NA	Fst
I	21775000.5	0.0873097191832104	NA	NA	NA	Fst
I	21825000.5	0.0028913080635459	NA	NA	NA	Fst
I	21875000.5	0.135669735670237	NA	NA	NA	Fst
I	21925000.5	0.018392303776491	NA	NA	NA	Fst
I	21975000.5	0.0238087735025948	NA	NA	NA	Fst
I	22025000.5	0.0243345117280999	NA	NA	NA	Fst
I	22075000.5	0.0010497953702024	NA	NA	NA	Fst
I	22125000.5	0.0339037858201017	NA	NA	NA	Fst
I	22175000.5	0.0157112739068203	NA	NA	NA	Fst
I	22225000.5	0.0263358160780201	NA	NA	NA	Fst
I	22275000.5	0.0113960113900469	NA	NA	NA	Fst
I	22325000.5	0.0289245709175349	NA	NA	NA	Fst
I	22425000.5	0.0031404512864088	NA	NA	NA	Fst
I	22475000.5	0.0128201252840899	NA	NA	NA	Fst
I	22525000.5	0.058028085061972	NA	NA	NA	Fst
I	22575000.5	0.0155191117098625	NA	NA	NA	Fst
I	22625000.5	0.0256852395174339	NA	NA	NA	Fst
I	22675000.5	0.0239086701164197	NA	NA	NA	Fst
I	22725000.5	0.0146367695466481	NA	NA	NA	Fst
I	22775000.5	0.0119957652404211	NA	NA	NA	Fst
I	22825000.5	0.0311111174584956	NA	NA	NA	Fst
I	22875000.5	0.0226433372139808	NA	NA	NA	Fst
I	22925000.5	0.0445499481232911	NA	NA	NA	Fst
I	22975000.5	0.0021933249749527	NA	NA	NA	Fst
I	23025000.5	0.0266267812148231	NA	NA	NA	Fst
I	23075000.5	0.122926189008831	NA	NA	NA	Fst
I	23125000.5	0.0308908344392256	NA	NA	NA	Fst
I	23175000.5	0.0494860885497844	NA	NA	NA	Fst
I	23225000.5	0.239667476985242	NA	NA	NA	Fst
I	23275000.5	0.0043842291061799	NA	NA	NA	Fst
I	23325000.5	0.0083188198386124	NA	NA	NA	Fst
I	23375000.5	0.018123239118566	NA	NA	NA	Fst
I	23425000.5	0.0452255594768669	NA	NA	NA	Fst
I	23475000.5	0.0266352691807557	NA	NA	NA	Fst
I	23525000.5	0.0138805291863874	NA	NA	NA	Fst
I	23575000.5	0.0241259470145865	NA	NA	NA	Fst
I	23625000.5	0.0359801742583948	NA	NA	NA	Fst
I	23675000.5	0.0699885317418587	NA	NA	NA	Fst
I	23725000.5	0.0169366148566	NA	NA	NA	Fst
I	23775000.5	0.0557158488895386	NA	NA	NA	Fst
I	23825000.5	0.0356442902648414	NA	NA	NA	Fst
I	23875000.5	0.0252447628157708	NA	NA	NA	Fst
I	23925000.5	0.0314099250755993	NA	NA	NA	Fst
I	23975000.5	0.023294919150717	NA	NA	NA	Fst
I	24025000.5	0.0204838433891211	NA	NA	NA	Fst
I	24075000.5	0.0416320837951766	NA	NA	NA	Fst
I	24125000.5	0.0299793163253738	NA	NA	NA	Fst
I	24175000.5	0.06052850498247	NA	NA	NA	Fst
I	24225000.5	0.0086647160911552	NA	NA	NA	Fst
I	24275000.5	0.0111105227496523	NA	NA	NA	Fst
I	24325000.5	0.0136400374940093	NA	NA	NA	Fst
I	24375000.5	0.0243252023855161	NA	NA	NA	Fst
I	24425000.5	0.0204958704441431	NA	NA	NA	Fst
I	24475000.5	0.0201688596861416	NA	NA	NA	Fst
I	24525000.5	0.0210893342148322	NA	NA	NA	Fst
I	24575000.5	0.0719898677892821	NA	NA	NA	Fst
I	24625000.5	0.041374044882026	NA	NA	NA	Fst
I	24675000.5	0.0114564398640186	NA	NA	NA	Fst
I	24725000.5	0.0160659654912771	NA	NA	NA	Fst
I	24775000.5	0.0281860241829716	NA	NA	NA	Fst
I	24825000.5	0.0225714980996152	NA	NA	NA	Fst
I	24875000.5	0.0108898150748576	NA	NA	NA	Fst
I	24925000.5	0.0069079005103118	NA	NA	NA	Fst
I	24975000.5	0.122542062725858	NA	NA	NA	Fst
I	25025000.5	0.0459447506306298	NA	NA	NA	Fst
I	25075000.5	0.0078988062920161	NA	NA	NA	Fst
I	25125000.5	0.007685516790587	NA	NA	NA	Fst
I	25225000.5	0.0088592530907931	NA	NA	NA	Fst
I	25275000.5	0.0086178113522346	NA	NA	NA	Fst
I	25325000.5	0.0306560536150177	NA	NA	NA	Fst
I	25375000.5	0.0512492754904147	NA	NA	NA	Fst
I	25425000.5	0.0416907534889123	NA	NA	NA	Fst
I	25475000.5	0.0144576771230994	NA	NA	NA	Fst
I	25525000.5	0.0029063415982146	NA	NA	NA	Fst
I	25575000.5	0.0240894540940864	NA	NA	NA	Fst
I	25625000.5	0.0218200483474509	NA	NA	NA	Fst
