CHROM	POS	WEIR_AND_COCKERHAM_FST	outliers
chrXIX	736671	-0.025641	FALSE
chrXIX	742561	-0.0493827	FALSE
chrXIX	747407	0.111111	FALSE
chrXIX	747657	-0.0353535	FALSE
chrXIX	761696	-0.0526316	FALSE
chrXIX	762467	0.0811966	FALSE
chrXIX	765610	0	FALSE
chrXIX	766935	0.179894	FALSE
chrXIX	767350	0.07173	FALSE
chrXIX	770165	0	FALSE
chrXIX	776389	0	FALSE
chrXIX	776742	-0.031746	FALSE
chrXIX	778578	0	FALSE
chrXIX	780826	-0.031746	FALSE
chrXIX	782616	-0.0657596	FALSE
chrXIX	785076	0	FALSE
chrXIX	789621	4.77049e-18	FALSE
chrXIX	790070	0	FALSE
chrXIX	796176	0	FALSE
chrXIX	837961	0	FALSE
chrXIX	854757	0	FALSE
chrXIX	854779	-0.00854701	FALSE
chrXIX	854982	-0.0165485	FALSE
chrXIX	855371	-0.031746	FALSE
chrXIX	858084	-0.031746	FALSE
chrXIX	860732	0.037037	FALSE
chrXIX	861996	0	FALSE
chrXIX	878181	-0.0526316	FALSE
chrXIX	884622	-0.0444444	FALSE
chrXIX	885424	0	FALSE
chrXIX	887806	0	FALSE
chrXIX	888719	0	FALSE
chrXIX	893001	-0.0526316	FALSE
chrXIX	897758	0	FALSE
chrXIX	899266	-0.0493827	FALSE
chrXIX	901333	0	FALSE
chrXIX	904610	-0.0130719	FALSE
chrXIX	904611	-0.0444444	FALSE
chrXIX	907117	0.0436006	FALSE
chrXIX	908917	0	FALSE
chrXIX	910173	-0.047619	FALSE
chrXIX	910857	-0.031746	FALSE
chrXIX	911087	0.00900901	FALSE
chrXIX	922303	-0.00801833	FALSE
chrXIX	934648	-0.0444444	FALSE
chrXIX	942514	-0.0185185	FALSE
chrXIX	946051	0	FALSE
chrXIX	946918	-0.0638298	FALSE
chrXIX	950098	0	FALSE
chrXIX	955932	-0.00877193	FALSE
chrXIX	958609	0.0555556	FALSE
chrXIX	966109	0.268293	FALSE
chrXIX	978483	0	FALSE
chrXIX	980189	-0.0309278	FALSE
chrXIX	981105	-0.0353535	FALSE
chrXIX	989723	0	FALSE
chrXIX	991789	0	FALSE
chrXIX	992198	-0.0526316	FALSE
chrXIX	993201	-0.0277778	FALSE
chrXIX	996500	0	FALSE
chrXIX	997622	0	FALSE
chrXIX	1010253	-0.0222222	FALSE
chrXIX	1010974	0	FALSE
chrXIX	1012391	0.111111	FALSE
chrXIX	1015060	0	FALSE
chrXIX	1019988	0	FALSE
chrXIX	1020138	0.0555556	FALSE
chrXIX	1025654	-0.0344828	FALSE
chrXIX	1025727	0	FALSE
chrXIX	1032359	0	FALSE
chrXIX	1033652	0	FALSE
chrXIX	1035586	-0.00801833	FALSE
chrXIX	1038884	-0.0233918	FALSE
chrXIX	1043176	-0.025641	FALSE
chrXIX	1050276	-0.0353535	FALSE
chrXIX	1052898	-0.0694444	FALSE
chrXIX	1057955	0	FALSE
chrXIX	1058379	0	FALSE
chrXIX	1066685	0	FALSE
chrXIX	1072268	0	FALSE
chrXIX	1073789	-0.0444444	FALSE
chrXIX	1077458	-0.0233918	FALSE
chrXIX	1077890	0	FALSE
chrXIX	1089140	0.0555556	FALSE
chrXIX	1097921	0.384757	TRUE
chrXIX	1098778	-0.0990957	FALSE
chrXIX	1105289	-0.0353535	FALSE
chrXIX	1107457	0	FALSE
chrXIX	1108959	-0.0518519	FALSE
chrXIX	1110321	-0.0309278	FALSE
chrXIX	1110464	-0.0344828	FALSE
chrXIX	1146105	0	FALSE
chrXIX	1153713	-6.93889e-17	FALSE
chrXIX	1153713	-6.93889e-17	FALSE
chrXIX	1158231	-0.0239651	FALSE
chrXIX	1163689	0	FALSE
chrXIX	1169271	0	FALSE
chrXIX	1169651	-0.00907029	FALSE
chrXIX	1170021	0	FALSE
chrXIX	1171698	0	FALSE
chrXIX	1172666	-0.031746	FALSE
chrXIX	1172884	0	FALSE
chrXIX	1173184	-0.031746	FALSE
chrXIX	1179750	-0.0493827	FALSE
chrXIX	1187427	0.0777778	FALSE
chrXIX	1204805	-0.031746	FALSE
chrXIX	1210033	0	FALSE
chrXIX	1215165	0.0555556	FALSE
chrXIX	1218408	-0.031746	FALSE
chrXIX	1221001	-0.0353535	FALSE
chrXIX	1224262	0	FALSE
chrXIX	1224619	0	FALSE
chrXIX	1231995	0	FALSE
chrXIX	1232327	0	FALSE
chrXIX	1235012	-0.0423826	FALSE
chrXIX	1235756	-0.0606061	FALSE
chrXIX	1244287	0	FALSE
chrXIX	1250583	0	FALSE
chrXIX	1251286	0	FALSE
chrXIX	1251408	-0.0763889	FALSE
chrXIX	1257976	0	FALSE
chrXIX	1259046	0	FALSE
chrXIX	1259580	-6.93889e-17	FALSE
chrXIX	1262380	0	FALSE
chrXIX	1263071	0	FALSE
chrXIX	1264470	-0.047619	FALSE
chrXIX	1265317	0	FALSE
chrXIX	1279660	0	FALSE
chrXIX	1282434	0	FALSE
chrXIX	1291735	-0.0526316	FALSE
chrXIX	1294535	-6.93889e-17	FALSE
chrXIX	1306120	-0.00907029	FALSE
chrXIX	1314311	0.0666667	FALSE
chrXIX	1319735	0.0526316	FALSE
chrXIX	1325534	-0.0380117	FALSE
chrXIX	1329302	0	FALSE
chrXIX	1331374	-0.031746	FALSE
chrXIX	1333454	0	FALSE
chrXIX	1337887	-6.93889e-17	FALSE
chrXIX	1343795	0	FALSE
chrXIX	1343859	-0.02657	FALSE
chrXIX	1344153	-0.0536398	FALSE
chrXIX	1344474	-0.031746	FALSE
chrXIX	1350755	0.0292398	FALSE
chrXIX	1351287	0.0087146	FALSE
chrXIX	1352168	0.0277778	FALSE
chrXIX	1367434	0	FALSE
chrXIX	1375276	0	FALSE
chrXIX	1375364	0.244444	FALSE
chrXIX	1375747	-0.0416667	FALSE
chrXIX	1381294	-0.031746	FALSE
chrXIX	1382614	0.07173	FALSE
chrXIX	1382750	-0.0344828	FALSE
chrXIX	1386150	-0.0344828	FALSE
chrXIX	1392898	-0.0526316	FALSE
chrXIX	1394022	0.0555556	FALSE
chrXIX	1408010	0	FALSE
chrXIX	1415601	0	FALSE
chrXIX	1423252	0	FALSE
chrXIX	1426753	0	FALSE
chrXIX	1430503	0	FALSE
chrXIX	1437978	-0.0479798	FALSE
chrXIX	1439055	0	FALSE
chrXIX	1448645	0	FALSE
chrXIX	1449052	-0.02657	FALSE
chrXIX	1450027	-6.93889e-17	FALSE
chrXIX	1450171	0	FALSE
chrXIX	1453489	0	FALSE
chrXIX	1466435	0	FALSE
chrXIX	1475406	0	FALSE
chrXIX	1475548	-0.0590278	FALSE
chrXIX	1479288	0	FALSE
chrXIX	1480500	-0.00854701	FALSE
chrXIX	1485275	0	FALSE
chrXIX	1489244	-0.0353535	FALSE
chrXIX	1489621	-0.0277778	FALSE
chrXIX	1495115	0.00900901	FALSE
chrXIX	1499991	0	FALSE
chrXIX	1505056	-0.0526316	FALSE
chrXIX	1517932	0	FALSE
chrXIX	1518478	0.037037	FALSE
chrXIX	1518482	-0.0526316	FALSE
chrXIX	1520419	0	FALSE
chrXIX	1550686	0	FALSE
chrXIX	1552193	0.149306	FALSE
chrXIX	1556522	0	FALSE
chrXIX	1558187	0.311111	TRUE
chrXIX	1560895	0	FALSE
chrXIX	1566997	0	FALSE
chrXIX	1570864	0	FALSE
chrXIX	1572221	0.138889	FALSE
chrXIX	1574534	0.0686275	FALSE
chrXIX	1574959	0	FALSE
chrXIX	1578873	0.0555556	FALSE
chrXIX	1591426	-0.0416667	FALSE
chrXIX	1591426	0.0108401	FALSE
chrXIX	1596407	0	FALSE
chrXIX	1596507	-0.0042735	FALSE
chrXIX	1606079	-0.0430839	FALSE
chrXIX	1610750	0.0555556	FALSE
chrXIX	1611447	0.179894	FALSE
chrXIX	1617105	0	FALSE
chrXIX	1617370	-0.0353535	FALSE
chrXIX	1618729	0.153439	FALSE
chrXIX	1622853	0	FALSE
chrXIX	1627724	0.00900901	FALSE
chrXIX	1628844	0	FALSE
chrXIX	1640538	0.222222	FALSE
chrXIX	1663479	-0.0353535	FALSE
chrXIX	1663500	0	FALSE
chrXIX	1667915	0	FALSE
chrXIX	1686845	0	FALSE
chrXIX	1690991	0	FALSE
chrXIX	1692820	0.149306	FALSE
chrXIX	1696335	-0.0568116	FALSE
chrXIX	1697203	-0.037037	FALSE
chrXIX	1698954	0	FALSE
chrXIX	1699059	0	FALSE
chrXIX	1700230	0	FALSE
chrXIX	1700405	0.0555556	FALSE
chrXIX	1703913	0.0183387	FALSE
chrXIX	1707749	0	FALSE
chrXIX	1708826	0	FALSE
chrXIX	1710524	0.0956072	FALSE
chrXIX	1722421	0	FALSE
chrXIX	1733993	0.0338164	FALSE
chrXIX	1748895	0	FALSE
chrXIX	1751390	-0.0353535	FALSE
chrXIX	1759397	-0.0111111	FALSE
chrXIX	1762100	0.277778	TRUE
chrXIX	1766085	-0.0526316	FALSE
chrXIX	1766883	0.2	FALSE
chrXIX	1767172	0.0555556	FALSE
chrXIX	1770560	-0.043771	FALSE
chrXIX	1772204	0	FALSE
chrXIX	1772238	-0.0444444	FALSE
chrXIX	1792909	0	FALSE
chrXIX	1793730	0	FALSE
chrXIX	1799388	0	FALSE
chrXIX	1801801	0	FALSE
chrXIX	1811182	0.00900901	FALSE
chrXIX	1821388	0.111111	FALSE
chrXIX	1822707	0.00900901	FALSE
chrXIX	1823301	-0.021021	FALSE
chrXIX	1828330	0	FALSE
chrXIX	1831787	0	FALSE
chrXIX	1835564	-0.0277778	FALSE
chrXIX	1850672	0	FALSE
chrXIX	1857547	0.0686275	FALSE
chrXIX	1863647	0	FALSE
chrXIX	1869773	0	FALSE
chrXIX	1874999	0	FALSE
chrXIX	1876970	0.037037	FALSE
chrXIX	1877206	0.111111	FALSE
chrXIX	1879618	-0.031746	FALSE
chrXIX	1880613	0	FALSE
chrXIX	1882260	0.111111	FALSE
chrXIX	1883690	0	FALSE
chrXIX	1884282	0	FALSE
chrXIX	1890797	-0.031746	FALSE
chrXIX	1891045	0.0656566	FALSE
chrXIX	1894718	0.00900901	FALSE
chrXIX	1894989	0	FALSE
chrXIX	1895784	0.111111	FALSE
chrXIX	1897324	0	FALSE
chrXIX	1897869	0	FALSE
chrXIX	1910405	0	FALSE
chrXIX	1912122	0.0686275	FALSE
chrXIX	1913218	-0.031746	FALSE
chrXIX	1935393	-0.0344828	FALSE
chrXIX	1944815	-0.025641	FALSE
chrXIX	1958427	0.0555556	FALSE
chrXIX	1959010	0	FALSE
chrXIX	1960969	-0.0479798	FALSE
chrXIX	1962299	0	FALSE
chrXIX	1963784	-0.031746	FALSE
chrXIX	1963834	0	FALSE
chrXIX	1965064	-0.0493827	FALSE
chrXIX	1968182	0	FALSE
chrXIX	1972623	0.149306	FALSE
chrXIX	1974339	-0.042735	FALSE
chrXIX	1988486	-0.0747182	FALSE
chrXIX	1991132	-0.0526316	FALSE
chrXIX	1993640	0.125	FALSE
chrXIX	1993664	-0.0144928	FALSE
chrXIX	1993982	0	FALSE
chrXIX	2003486	0	FALSE
chrXIX	2006401	0	FALSE
chrXIX	2014278	-0.0675381	FALSE
chrXIX	2014799	0	FALSE
chrXIX	2020028	0	FALSE
chrXIX	2021887	-0.0309278	FALSE
chrXIX	2022102	-0.0416667	FALSE
chrXIX	2040385	0	FALSE
chrXIX	2058372	0	FALSE
chrXIX	2060257	0	FALSE
chrXIX	2061007	0	FALSE
chrXIX	2064600	0	FALSE
chrXIX	2071707	0.0555556	FALSE
chrXIX	2072935	0.196315	FALSE
chrXIX	2075353	-0.0479798	FALSE
chrXIX	2075595	0	FALSE
chrXIX	2077034	0	FALSE
chrXIX	2078307	0	FALSE
chrXIX	2079504	-0.0042735	FALSE
chrXIX	2082443	-6.93889e-17	FALSE
chrXIX	2082891	0	FALSE
chrXIX	2085793	0	FALSE
chrXIX	2088154	-0.0666667	FALSE
chrXIX	2088386	-0.0588235	FALSE
chrXIX	2091687	0.111111	FALSE
chrXIX	2093713	-0.0526316	FALSE
chrXIX	2101742	-6.93889e-17	FALSE
chrXIX	2102894	0	FALSE
chrXIX	2116240	-0.00877193	FALSE
chrXIX	2117897	0.0555556	FALSE
chrXIX	2120496	0	FALSE
chrXIX	2122336	-0.0231023	FALSE
chrXIX	2122608	-0.0493827	FALSE
chrXIX	2125551	0	FALSE
chrXIX	2127990	0	FALSE
chrXIX	2131514	0.277778	TRUE
chrXIX	2133722	0.0555556	FALSE
chrXIX	2135530	-0.0111111	FALSE
chrXIX	2137751	0	FALSE
chrXIX	2158411	0.0769142	FALSE
chrXIX	2171613	0.111111	FALSE
chrXIX	2179952	0.2	FALSE
chrXIX	2181185	0	FALSE
chrXIX	2188572	7.70988e-18	FALSE
chrXIX	2189049	0	FALSE
chrXIX	2201156	0	FALSE
chrXIX	2202726	0	FALSE
chrXIX	2204207	0.0291262	FALSE
chrXIX	2204537	0.111111	FALSE
chrXIX	2210424	-0.0386473	FALSE
chrXIX	2221645	0	FALSE
chrXIX	2226781	0.0849673	FALSE
chrXIX	2226983	0.137427	FALSE
chrXIX	2227028	0.208524	FALSE
chrXIX	2231636	0	FALSE
chrXIX	2232171	0	FALSE
chrXIX	2232447	0	FALSE
chrXIX	2233371	-0.0526316	FALSE
chrXIX	2234344	-0.0606061	FALSE
chrXIX	2236543	0.057971	FALSE
chrXIX	2239733	-0.0246914	FALSE
chrXIX	2244647	0	FALSE
chrXIX	2248609	0	FALSE
chrXIX	2253102	0.111111	FALSE
chrXIX	2257789	0.0555556	FALSE
chrXIX	2257921	0	FALSE
chrXIX	2259376	0	FALSE
chrXIX	2262878	0	FALSE
chrXIX	2264355	0	FALSE
chrXIX	2264860	0.0740741	FALSE
chrXIX	2265442	-0.0344828	FALSE
chrXIX	2265586	-0.0457516	FALSE
chrXIX	2268631	0	FALSE
chrXIX	2273399	0	FALSE
chrXIX	2274630	-0.021021	FALSE
chrXIX	2274671	-6.93889e-17	FALSE
chrXIX	2275912	0.0775681	FALSE
chrXIX	2287781	0.122807	FALSE
chrXIX	2301032	0.166667	FALSE
chrXIX	2302713	0.0918803	FALSE
chrXIX	2307653	0.0555556	FALSE
chrXIX	2308210	-0.025641	FALSE
chrXIX	2309280	0	FALSE
chrXIX	2311442	0.111111	FALSE
chrXIX	2311850	0	FALSE
chrXIX	2311924	0	FALSE
chrXIX	2312971	0.192872	FALSE
chrXIX	2314060	-0.0606061	FALSE
chrXIX	2314959	0.259259	FALSE
chrXIX	2315325	0.63964	TRUE
chrXIX	2317008	0.0849673	FALSE
chrXIX	2317014	0	FALSE
chrXIX	2319583	0.41896	TRUE
chrXIX	2327833	0	FALSE
chrXIX	2329101	0	FALSE
chrXIX	2332217	-0.011236	FALSE
chrXIX	2341811	0.0555556	FALSE
chrXIX	2342073	-0.0770975	FALSE
chrXIX	2342092	0.057971	FALSE
chrXIX	2347249	0.111111	FALSE
chrXIX	2356060	-0.0756501	FALSE
chrXIX	2365005	0	FALSE
chrXIX	2374917	0	FALSE
chrXIX	2381481	0	FALSE
chrXIX	2385281	-0.0353535	FALSE
chrXIX	2386572	-6.93889e-17	FALSE
chrXIX	2391408	-0.00560307	FALSE
chrXIX	2391690	0	FALSE
chrXIX	2396279	0.0333333	FALSE
chrXIX	2398810	-0.037037	FALSE
chrXIX	2400119	-0.031746	FALSE
chrXIX	2400279	0	FALSE
chrXIX	2401286	0.00343643	FALSE
chrXIX	2401614	-0.00877193	FALSE
chrXIX	2402171	0.121447	FALSE
chrXIX	2402296	-0.031746	FALSE
chrXIX	2403375	0.0555556	FALSE
chrXIX	2403817	-0.00653595	FALSE
chrXIX	2404134	0.037037	FALSE
chrXIX	2404802	-0.0344828	FALSE
chrXIX	2405156	0	FALSE
chrXIX	2405991	0.111111	FALSE
chrXIX	2409064	0	FALSE
chrXIX	2411028	0.137427	FALSE
chrXIX	2412613	0.0277778	FALSE
chrXIX	2439663	0.111111	FALSE
chrXIX	2440073	0.0614887	FALSE
chrXIX	2440100	0	FALSE
chrXIX	2441899	0.144444	FALSE
chrXIX	2442046	0.0777778	FALSE
chrXIX	2442102	0.0358347	FALSE
chrXIX	2444760	0	FALSE
chrXIX	2455018	-0.0111111	FALSE
chrXIX	2456268	0.121447	FALSE
chrXIX	2456539	-0.031746	FALSE
chrXIX	2456932	-0.031746	FALSE
chrXIX	2458117	-0.0353535	FALSE
chrXIX	2458216	-0.00907029	FALSE
chrXIX	2461265	-0.0111111	FALSE
chrXIX	2461267	-0.010101	FALSE
chrXIX	2462775	0	FALSE
chrXIX	2467581	-6.93889e-17	FALSE
chrXIX	2468503	0	FALSE
chrXIX	2481785	0	FALSE
chrXIX	2500581	0	FALSE
chrXIX	2501401	-0.0493827	FALSE
chrXIX	2527929	0.0223752	FALSE
chrXIX	2543448	0.0686275	FALSE
chrXIX	2549284	-0.0493827	FALSE
chrXIX	2564751	0	FALSE
chrXIX	2570973	0	FALSE
chrXIX	2571434	0.0555556	FALSE
chrXIX	2574648	-0.0042735	FALSE
chrXIX	2577302	0	FALSE
chrXIX	2595435	0	FALSE
chrXIX	2632007	4.77049e-18	FALSE
chrXIX	2632482	0	FALSE
chrXIX	2640490	0	FALSE
chrXIX	2645565	0.0277778	FALSE
chrXIX	2649686	0.00343643	FALSE
chrXIX	2650994	0.0196078	FALSE
chrXIX	2665585	0.0555556	FALSE
chrXIX	2742477	0	FALSE
chrXIX	2760278	0	FALSE
chrXIX	2761638	0.0530303	FALSE
chrXIX	2772503	-0.0386473	FALSE
chrXIX	2772901	0.0338164	FALSE
chrXIX	2782696	-0.0353535	FALSE
chrXIX	2788615	0.166667	FALSE
chrXIX	2795385	4.77049e-18	FALSE
chrXIX	2796698	-0.0858586	FALSE
chrXIX	2809844	0.111111	FALSE
chrXIX	2817830	-0.0165485	FALSE
chrXIX	2819975	0	FALSE
chrXIX	2823034	-0.00877193	FALSE
chrXIX	2825395	-0.025641	FALSE
chrXIX	2829526	0	FALSE
chrXIX	2871919	-0.0526316	FALSE
chrXIX	2877060	0	FALSE
chrXIX	2888198	0	FALSE
chrXIX	2893147	0	FALSE
chrXIX	2908204	-0.0353535	FALSE
chrXIX	2914431	-0.0590278	FALSE
chrXIX	2918240	-0.0123457	FALSE
chrXIX	2931992	0.0555556	FALSE
chrXIX	2933239	0	FALSE
chrXIX	2934308	-0.0353535	FALSE
chrXIX	2935643	-0.0662177	FALSE
chrXIX	2951656	0.0555556	FALSE
chrXIX	2959306	0	FALSE
chrXIX	2968930	0	FALSE
chrXIX	2979256	-0.0042735	FALSE
chrXIX	2980089	0.166667	FALSE
chrXIX	2981784	0.00900901	FALSE
chrXIX	2988095	0	FALSE
chrXIX	2988994	-0.0526316	FALSE
chrXIX	2992038	-0.0536398	FALSE
chrXIX	2997707	-6.93889e-17	FALSE
chrXIX	2998776	0	FALSE
chrXIX	3017300	0.0555556	FALSE
chrXIX	3022219	-0.031746	FALSE
chrXIX	3028073	0	FALSE
chrXIX	3028506	0.0555556	FALSE
chrXIX	3031714	0	FALSE
chrXIX	3032723	0	FALSE
chrXIX	3038883	-0.00854701	FALSE
chrXIX	3063159	0	FALSE
chrXIX	3066775	0	FALSE
chrXIX	3077386	0.0555556	FALSE
chrXIX	3087694	0	FALSE
chrXIX	3093112	0.208524	FALSE
chrXIX	3095735	-0.0526316	FALSE
chrXIX	3103573	0	FALSE
chrXIX	3103769	-0.0526316	FALSE
chrXIX	3109636	0.00900901	FALSE
chrXIX	3117719	0	FALSE
chrXIX	3126523	0	FALSE
chrXIX	3127829	0	FALSE
chrXIX	3141199	-0.0353535	FALSE
chrXIX	3143014	-6.93889e-17	FALSE
chrXIX	3159647	0	FALSE
chrXIX	3176383	0	FALSE
chrXIX	3179314	0	FALSE
chrXIX	3185183	0.057971	FALSE
chrXIX	3207396	0	FALSE
chrXIX	3214129	-0.0526316	FALSE
chrXIX	3227338	-0.0756501	FALSE
chrXIX	3229013	0	FALSE
chrXIX	3249721	0	FALSE
chrXIX	3251473	0	FALSE
chrXIX	3281207	0	FALSE
chrXIX	3306166	0	FALSE
chrXIX	3312276	0	FALSE
chrXIX	3314360	1.38778e-17	FALSE
chrXIX	3317716	-0.031746	FALSE
chrXIX	3318265	0.00900901	FALSE
chrXIX	3320209	0.0555556	FALSE
chrXIX	3321431	-0.0526316	FALSE
chrXIX	3327388	-0.025641	FALSE
chrXIX	3330186	0.00900901	FALSE
chrXIX	3330632	0.122807	FALSE
chrXIX	3356090	0.303202	TRUE
chrXIX	3367027	0	FALSE
chrXIX	3369685	0	FALSE
chrXIX	3386721	0.0909091	FALSE
chrXIX	3387274	-0.031746	FALSE
chrXIX	3393449	0	FALSE
chrXIX	3395651	-0.0526316	FALSE
chrXIX	3395689	0	FALSE
chrXIX	3411774	0	FALSE
chrXIX	3423819	0	FALSE
chrXIX	3437593	0	FALSE
chrXIX	3438277	0	FALSE
