CHROM	POS	WEIR_AND_COCKERHAM_FST	outliers
chrY	9310912	-0.0042735	FALSE
chrY	9319421	0.222222	FALSE
chrY	9403627	0.222222	FALSE
chrY	9407016	-0.0526316	FALSE
chrY	9498987	0.111111	FALSE
chrY	9579000	-6.93889e-17	FALSE
chrY	9607530	-0.00854701	FALSE
chrY	9689467	0	FALSE
chrY	9721734	0.07173	FALSE
chrY	9732848	0	FALSE
chrY	9735631	0.00343643	FALSE
chrY	9743936	-0.0165485	FALSE
chrY	9790399	-0.0493827	FALSE
chrY	9793054	-0.00854701	FALSE
chrY	9841190	0.0985325	FALSE
chrY	9841398	-0.00653595	FALSE
chrY	9842687	0.0555556	FALSE
chrY	9842776	0.208524	FALSE
chrY	9847774	0	FALSE
chrY	9848077	0	FALSE
chrY	9864663	0	FALSE
chrY	9880207	-6.93889e-17	FALSE
chrY	9888297	0.888889	TRUE
chrY	9935285	-6.93889e-17	FALSE
chrY	9938226	-6.93889e-17	FALSE
chrY	9962995	0.0555556	FALSE
chrY	10024878	-6.93889e-17	FALSE
chrY	10054352	0	FALSE
chrY	10091520	0	FALSE
chrY	10121788	-6.93889e-17	FALSE
chrY	10126296	0	FALSE
chrY	10133959	-0.00877193	FALSE
chrY	10172321	0	FALSE
chrY	10289224	-0.031746	FALSE
chrY	10370883	4.77049e-18	FALSE
chrY	10487441	-0.00854701	FALSE
chrY	10544910	-0.0042735	FALSE
chrY	10600712	0	FALSE
chrY	10609968	0.0555556	FALSE
chrY	10640115	-6.93889e-17	FALSE
chrY	10642766	0.777778	TRUE
chrY	10644324	0.00343643	FALSE
chrY	10673365	-6.93889e-17	FALSE
chrY	10676898	-0.0416667	FALSE
chrY	10800916	0.222222	FALSE
chrY	10833957	-0.031746	FALSE
chrY	10889646	-0.0526316	FALSE
chrY	10899390	0.0849673	FALSE
chrY	10901392	-0.00907029	FALSE
chrY	10910093	0.0935673	FALSE
chrY	11027740	0.222222	FALSE
chrY	11033485	0.0246914	FALSE
chrY	11044832	0.179894	FALSE
chrY	11113931	-6.93889e-17	FALSE
chrY	11259037	-6.93889e-17	FALSE
chrY	11313621	0.277778	FALSE
chrY	11411998	-6.93889e-17	FALSE
chrY	11490235	0.057971	FALSE
chrY	11500560	-6.93889e-17	FALSE
chrY	11567576	-6.93889e-17	FALSE
chrY	11585054	0	FALSE
chrY	11651529	0	FALSE
chrY	11663310	0	FALSE
chrY	11684477	0	FALSE
chrY	11837009	0.137427	FALSE
chrY	11867029	-0.0227273	FALSE
chrY	11890833	0	FALSE
chrY	12042453	0.147958	FALSE
chrY	12045879	0	FALSE
chrY	12066836	0	FALSE
chrY	12074766	0.704185	FALSE
chrY	12077318	-6.93889e-17	FALSE
chrY	12089411	0	FALSE
chrY	12108006	0	FALSE
chrY	12217728	-0.0277778	FALSE
chrY	12254245	0.150808	FALSE
chrY	12283139	-0.0196078	FALSE
chrY	12297048	-0.00854701	FALSE
chrY	12297088	0.0277778	FALSE
chrY	12332052	-0.0526316	FALSE
chrY	12454359	-6.93889e-17	FALSE
chrY	12534415	0.222222	FALSE
chrY	12538285	-0.166667	FALSE
chrY	12542502	-6.93889e-17	FALSE
chrY	12563073	-6.93889e-17	FALSE
chrY	12563749	-0.0526316	FALSE
chrY	12584305	-6.93889e-17	FALSE
chrY	12609967	-0.010101	FALSE
chrY	12617132	-0.0818713	FALSE
chrY	12625277	0.0333333	FALSE
chrY	12664811	-6.93889e-17	FALSE
chrY	12930469	0.0555556	FALSE
chrY	13013336	-0.00653595	FALSE
chrY	13014612	0.146091	FALSE
chrY	13073452	-6.93889e-17	FALSE
chrY	13084802	-0.0714286	FALSE
chrY	13084978	-0.0165485	FALSE
chrY	13138760	-0.0111111	FALSE
chrY	13197298	-0.0277778	FALSE
chrY	13248397	0.0338164	FALSE
chrY	13248646	0.553806	FALSE
chrY	13292025	0	FALSE
chrY	13318475	-0.0222222	FALSE
chrY	13318700	0.0111111	FALSE
chrY	13406299	-0.00907029	FALSE
chrY	13406355	0.0555556	FALSE
chrY	13408054	0.0849673	FALSE
chrY	13408570	-0.031746	FALSE
chrY	13457455	-6.93889e-17	FALSE
chrY	13495416	-0.0802469	FALSE
chrY	13539117	0	FALSE
chrY	13546750	-0.0243902	FALSE
chrY	13591092	-6.93889e-17	FALSE
chrY	13708935	0	FALSE
chrY	13709208	0	FALSE
chrY	13710323	-0.025641	FALSE
chrY	13760135	-6.93889e-17	FALSE
chrY	13779708	-6.93889e-17	FALSE
chrY	13780147	0	FALSE
chrY	13780663	-6.93889e-17	FALSE
chrY	13832605	-0.011236	FALSE
chrY	13914789	-6.93889e-17	FALSE
chrY	13956326	0.111111	FALSE
chrY	14062325	-6.93889e-17	FALSE
chrY	14075434	0.166667	FALSE
chrY	14082634	-6.93889e-17	FALSE
chrY	14217642	0.111111	FALSE
chrY	14232295	-6.93889e-17	FALSE
chrY	14267016	0.693732	FALSE
chrY	14301382	-0.0353535	FALSE
chrY	14432612	-0.010101	FALSE
chrY	14433154	-6.93889e-17	FALSE
chrY	14649503	0.333333	FALSE
chrY	14787073	-6.93889e-17	FALSE
chrY	14790337	-6.93889e-17	FALSE
chrY	14804623	0.0162037	FALSE
chrY	14805873	-0.0457516	FALSE
chrY	14805949	-0.00241546	FALSE
chrY	14852740	-0.0213244	FALSE
chrY	14861034	0.777778	TRUE
chrY	14885340	-6.93889e-17	FALSE
chrY	14886079	0.555556	FALSE
chrY	14978493	-0.0283688	FALSE
chrY	14980631	0.777778	TRUE
chrY	15007586	-6.93889e-17	FALSE
chrY	15035119	0.057971	FALSE
chrY	15080797	0.111111	FALSE
chrY	15119726	0.0555556	FALSE
chrY	15168651	0.777778	TRUE
chrY	15230505	0.222222	FALSE
chrY	15237257	0.222222	FALSE
chrY	15344490	-6.93889e-17	FALSE
chrY	15454008	-0.0526316	FALSE
chrY	15680282	-6.93889e-17	FALSE
chrY	15689109	0	FALSE
chrY	15702006	-6.93889e-17	FALSE
chrY	15703351	-6.93889e-17	FALSE
chrY	15797242	-6.93889e-17	FALSE
chrY	15841717	0	FALSE
